correct,incorrect,premise,pos_sim,neg_sim
"This topic is about a football league having a world championship where each team‚Äôs fans are gathered to watch the end of this season‚Äôs games culminating in a tournament, to see their favorite football player.",There is no discussion of the ukraine and Russia in this article,"The Hellenic Football Federation reported that the three Greece international football players were caught in a fatal car crash, are indeed in good health. This accident occurred when the three players were retuning to their clubs after a game. In the Greece v Hungary game at the 2016 European Championship, there was a 0-0 tie.",-0.1665930151939392,-0.23677873611450195
"This topic is about online internet users, using an iPhone app to surf the internet, computer devices, data plans, and people checking a website on different devices.",Tomasc Morawski stopped at a red light just as his car exploded,"FireChat app has enabled online internet users to chat online without a need for or the web or even a mobile signal. Users using an iPhone App to surf the internet can also use iphone's AirDrop feature to send and receive data to other users within close proximity. Moreover, FireChat app can be used to connect multiple users and save money on data plans.",0.9258419275283816,-0.3739030659198762
"This topic is about winning the match by a few points, and how Barcelona had minutes left and had scored before half-time but were able to score a goal at the end.",Tomasc Morawski stopped at a red light just as his car exploded,"Arsenal needs to score at least 3 goals if they want to reach the quarter finals of the Champions League. Francis Coquelin, the 23 yr old Frenchman, believes his team can do it. He also defended his teammate Oliver Giroud, who squandered opportunities in the previous games.",0.8875579833984375,-0.4765915274620056
"This topic is about pop songs, music fans rejoice, a singer and songwriter, the first track on the new album, doing a sound check, and singing along with a prerecorded track.",Liana Barrientos has married a total of ten men without necessarily filing for divorce or waiting to be widowed,"A lot of music artists are starting to indulge in the business behind the music. Due to this curiosity, partnerships with music streaming services have started to happen. It has even gone as far as Jay-Z owning his own streaming service.",0.9082614183425903,-0.18113654851913463
"This topic is about heir to the throne, Prince William and Prince Harry, the British royal family, the second in line to the throne, and the royal couple.",This article I mainly talking about the debate surrounding the downsizing of the military budget and specifically the lack of new modern planes for the Air Force to fly,"The most common punctuation marks in English are: capital letters and full stops, question marks, commas, colons and semi-colons, exclamation marks and quotation marks.
 

 In speaking, we use pauses and the pitch of the voice to make what we say clear. Punctuation plays a similar role in writing, making it easier to read.
 

 Punctuation consists of both rules and conventions. There are rules of punctuation that have to be followed; but there are also punctuation conventions that give writers greater choice",0.8290964365005495,-0.37670838832855225
This topic is about weight loss and following a healthy diet in order to regulate body fat and blood sugar levels and lose a few pounds of weight following a diet.,Karma Elms was hired by Queensland health in 2010 to help with the large workload caused by the department's flawed payroll system which left 1800 employees with little or no pay,"Many parents are afflicted by 'weight-blindness', unable to recognize where their child's body mass index (BMI) was. The scale classifies individuals as very overweight (or obese), overweight, a healthy weight, or underweight, according to new research. Tam Fry, spokesperson for the National Obesity Forum, said: 'Because there are so many overweight and obese children around, the parents are in denial. Reportedly obesity is linked to a range of health risks later in life, including increased cancer risks.",0.06663396954536438,0.09529794752597809
"This topic is about a football league having a world championship where each team‚Äôs fans are gathered to watch the end of this season‚Äôs games culminating in a tournament, to see their favorite football player.",Beard and Hancock lost the initial weight as a plan to slim down before getting married on May 21st,Wow all i can say to start the summary off. The article start off by talking about football then at the end its about hockey. It was very hard to follow and understand.,0.40242305397987366,-0.17920808494091045
"This topic is about a group composed of militants, fighters joining forces, ongoing violence in the capital, people dead across the country, militants armed with grenades, and a border town.",A man led Alaska police on high speed highway chase,"A large group of protesters came together in assembly petitioning against the provincial governor in the city of Khost in Afghanistan. During this eventful day that could have sparked different historic momentum towards positive change for the people of Afghanistan, militant extremism took the front page when a bomb went off. This unfortunate terroristic act resulted in nearly 20 fatalities and a total of 64 wounded Afghan people leaving dismay and disaster to take over the populations hearts.",0.8390201330184937,0.15942056477069855
"This topic is about civil law, marriage, federal law, legal actions, state law, petition, and law for married couples.",Elizabeth Sedway was travelling with her family from a vacation in Hawaii to their home in California via a flight on Alaska Airlines,"There are several cases about to be before the Supreme Court on the topic of same-sex marriage.  The position of the Obama administration, who are ready to file friend of the court briefs, is that it is time for America to recognize at the Federal level the same marriage rights for same-sex marriages as for heterosexual marriages. Opponents argue that the matter should be addressed at the level of the states and the Federal court system is not the correct place for this matter to be settled. Opponents of legalization argue in support of the traditional definition of marriage, as a one-man-one-woman institution. and that the original definition should not be redefined.",0.5994969606399536,-0.1253921240568162
"This topic is about winning the match by a few points, and how Barcelona had minutes left and had scored before half-time but were able to score a goal at the end.",All of your Google queries are saved,"Ellen White had a night she won't forget, scoring a goal against her former team that led her new team to a win by a few points. Although it initially looked as though the goal wasn't initially going to happen, Ellen made a great recovery and scored at a crucial time right before half-time. The goal came late as Barcelona still had some time left, but it was still an important goal nonetheless.",0.7685577869415283,-0.6829750537872317
"This topic is about having kids, becoming a mother, giving birth, children and their parents, and families with children when a baby is born.",A woman was arrested at San Francisco International Airport,"Amanda Lubiewski, mother of Abby Lubiewski, fought against school discrimination involving her child. Her daughter was born with a rare genetic syndrome called, Hallerman-Streiff. After her school had her take pictures of herself without her glasses, she took action and made sure that her child's pictures were retaken. Not having her pictures depicting how her daughter actually looked was wrong in many ways, such as not having accurate pictures of her daughter in case of an emergency situation needing them. As well as the fact that they felt the need to have her remove her glasses, discriminating against her. Ultimately she was able to have them re-do her pictures the correct way.",0.8209433555603027,-0.211378276348114
"This topic is about Ukraine and Russia, calling to fight for Ukraine, euro countries, Russian officials gathering in Moscow, Vladimir Putin, a citizen of the eastern European country, and a bloc of nations within the European Union.","Christina and James's friends told them, married or not married, they would still be a ",Kim Jong Un the leader of North Korea to visit Russia. He was invited by Putin to take part in the Victory Day Celebrations commemorating Russia's victory over Nazi Germany in World War II. Russia has invited other world leaders also for the ceremony. Putin is trying to garner support for his invasion of Ukraine from leaders of the eastern bloc.,0.8324225544929504,-0.6452237367630006
"This topic is about credit, receiving funds, paying money using a credit card, and spending money.",bin Hir was prounced dead after a big raid that left a lot of police dead,The man writing the article is praising his wife for being such a great stay at home mom. He is saying he cannot afford to spend the money she deserves for working for him. He writes an article on how much each service his wife is provided would cost and how much he would have to be making if he wanted to pay her for what all she is doing. He writes about how often she feels like she does not have a right to their shared income but he calculates that she has more right to their income than she knows.,0.7240808010101318,-0.7125204801559448
"This topic is about family and friends, and a husband and wife, the couple‚Äôs daughter has two brothers.",This isn't the first time Patrick Revins has been identified by his tattoos,Parents have agreed to let their triplets appear as actors on television. The entire family has between warmly received by the cast and crew. The triplets have an older brother. Their father hopes the triplets will cultivate a passion for acting.,0.478109747171402,-0.30069613456726085
"This topic is about a person found guilty in the trial before a judicial panel, opening a criminal trial against him, a person potentially facing jail time,  receiving a fine, and a suspended prison sentence.",A three-month-old child was abandoned at McDonalds in Ohio by his parents after police said they could not agree on who would take care of the child over the weekend,"Christine Lillico, 47 spent her parents' money on shopping sprees. Lillico used Debit card pay in differed shops like JD Sports and B&Q. She spent her parents' money on herself instead of her parents.",0.5875020027160645,-0.026476087048649788
"This topic is about Manchester United's manager, Premier League, the striker for the team, and Liverpool versus Chelsea.","Ms Cowan never married, worked and lived in Edinburgh her adult life","Angel Di Maria said Manchester United are confident of consolidating the top four positions at the end of the season. Di Maria played for the Red Devils again after being sent off with a red card in the 2-1 FA Cup loss to Arsenal on March 9th. The 27-year-old lost Manchester United's 3-0 victory over Tottenham Hotspur on March 15 - a game that brought a string of difficult results for Louis Van Gaal's team. ""We all know that a series of important games is coming, and the season will depend on those conflicts,"" Angel explained in a recent interview with the joint commentary on the trip to Old Trafford.",0.48344284296035767,-0.5558453798294067
"This topic is about a person arrested and charged, authorities allegations, an investigation, being accused of a crime, being under arrest on one charge, and being under investigation.",The baby hippo was born yesterday at San Diego,"A 23 year old Islamic man was arrested on many charges, including providing material support for terrorism. An investigation revealed he had ties to terrorist organizations through Syria. The allegations include making false statements to the FBI and attempting to provide/ provide material support to terrorist organizations.",0.9140044450759888,-0.5813401937484741
"This topic is about a football league having a world championship where each team‚Äôs fans are gathered to watch the end of this season‚Äôs games culminating in a tournament, to see their favorite football player.",Hillary boarded the plain just like anyone else,"There were high hopes for Ozil to do well against Chelsea, however, his performance did not meet the expectations. There was thought to be more victories, especially for the Arsenals in the upcoming games. These upcoming games will predetermine the worldchampionship, so stakes are high. The various players are expected to play their best in order to receive the victory. If they didn't play well and win, that could put much more pressure on Chelsea.",0.9097961187362671,-0.29489579796791077
"This topic is about power plants, using fuel to produce heat, fossil fuels that produce waste, and solar energy.",Arsene Wenger believes Sean Dyche and his Burnley team don't deserve to be relegated from the Premier League,"If there has ever been a doubt that the Obama administration's Clean Energy Plan is an energy policy plan, not a carbon reduction plan, then you need to look at how they treat nuclear energy. President Barack Obama's climate plan, supposedly aimed at reducing overall US carbon emissions, would revitalize the nuclear industry, expand power plant construction and help meet aggressive carbon reduction targets. In a recent hearing at the Committee on the Environment and Public Works, Mary Nichols, chair of the California Air Resources Council, told Congress that the EPA had reviewed California's Global Warming Solutions Act in developing its so-called Clean Energy Plan that the EPA plan adopts the same policy choices - limited credit for nuclear or hydropower - both carbon-free.",0.8093303442001345,-0.015123911201953777
"This topic is about the presidential campaign, the presidential candidate, a state governor, joining a presidential campaign, and a huge impact on political campaigns.",The rogue broker who faces charges of manipulating the stock market and helping to trigger a trillion-dollar Wall Street crash will remain in prison over the weekend after failing to pay his £5 million bail,"Now the race is on between the political parties, to fill Mikulski's spot in Congress. While in office, she was very passionate about Women's Rights. She had a law passed that allowed women to have the same equal pay as men. But the bill got blocked and it never happened. They accused her of being ""emotional"" about it.",0.3617591857910156,-0.7644878625869752
"This topic is about a final match to determine which team will win the final round, winning the title to become this year‚Äôs champion.",The Russians denied that the Russian pilot acted out of aggression,"Chelsea is two matches away from winning the title this year. If they win this match, they'll be just three points away from securing victory in the final round and becoming this year's champion. Arsenal is a tough competitor, as they demonstrated last season in the match at Stamford Bridge, so the final match will be an suspenseful one.",0.7295222878456116,-0.6267231106758118
"This topic is about a rise of taxes benefitting average people, with increased benefits despite their expenses due to a budget increase and decreased consumer goods rates.","Olivier Giroud has scored 10 goals in his last 10 matches for Arsenal! Burnley has let in 10 goals in their last four matches against Arsenal, whose offensive strategies have been successful",People will have to increase their budget for phone and internet services to best fit their needs. As speeds slow down people will have to pay more for faster phone and internet services. As taxes rise people will have less money in general especially for their end of year/beginning of year budgets.,0.570335865020752,0.3975276052951813
This topic is about weight loss and following a healthy diet in order to regulate body fat and blood sugar levels and lose a few pounds of weight following a diet.,Tottenham had underwhelming recent performances,Steven Hancock and Holly Beard lost a combined weight of 11st. Beard joined weight watchers and Hancock joined her and changed his diet to match hers. The couple cut back on carbohydrate heavy lunches and dinners.,0.5499730110168457,-0.11764199286699295
"This topic is about Manchester United's manager, Premier League, the striker for the team, and Liverpool versus Chelsea.",Rubio does not believe same-sex marriage should be a constitutional right,The pressure on players of the favourite football team to reach the final. Additional pressure on players to give an unforgetable send off to their teammate. Captians suggestions to players to focusing on the game and to give their best to reach the final.,-0.11947046220302582,0.241245299577713
"This topic is about terrorist attacks, islamic terrorism, attacks on the country, terrorist threats, and extremist groups.",CFL and LED lights use 60%-90% less energy than incandescent bulbs,"Wednesday's terrorist attack against the Bardo Museum in Tunisia resulted in the death of 23 people. This follows a 2008 attack in Mumbai, a January attack in Libya, a 2003 attack in Kenya, and a January attack in Paris, in which the attacks were carried out by or inspired by Islamic Terrorists. These terrorists have been willing to fight to the death, which has been widely adopted by jihadist extremists in recent years.",0.9786845445632937,0.40908417105674744
"This topic is about a football league having a world championship where each team‚Äôs fans are gathered to watch the end of this season‚Äôs games culminating in a tournament, to see their favorite football player.","In the NCAA Final Fours in Indianapolis, the Kentucky Wildcats lost to the Wisconsin Badgers 71-64","Arsene Wenger is leading his current team against his old league. The two teams are competing in the Champions League game. Before he switched teams, Wenger helped his old team win one such game as well as the Coupe de France.",0.21159808337688446,-0.5003409385681155
"This topic is about heir to the throne, Prince William and Prince Harry, the British royal family, the second in line to the throne, and the royal couple.",The husky has lost reasonable weight due to the illness and the bacterial infection,"He was paying respect to a solider's tomb a litte boy approched prince.
 He was having sign describing the hair color of the prince.
 The sign said ""RED Rules"".",0.6694848537445068,-0.6680790781974795
"This topic is about a person arrested and charged, authorities allegations, an investigation, being accused of a crime, being under arrest on one charge, and being under investigation.",Bedene is ranked 83rd in the world,"It is alleged that Ted Kritza stole two million dollars from Richard Jefferson. Jefferson helped the FBI with their investigation and supposedly helped secure a confession. In the meantime, Donald Sterling claims that he was fraudulently stripped of the ownership of his team by his wife and her lawyers. Sterling was banned and sued for alleged racist slurs.",0.46047356724739075,0.6489838361740112
"This topic is about Manchester United's manager, Premier League, the striker for the team, and Liverpool versus Chelsea.",Mike was fond of many women and had no plans to settle down anytime soon,Wayne Rooney is taking his son Kai with him on his next game as Manchester United's striker. He hopes that his son will bring him the same luck that he had in the last game. He scored the opening goal last time; his team won 3-1.,0.5338001251220703,-0.44713279604911804
"This topic is about credit, receiving funds, paying money using a credit card, and spending money.",So in this article it talk about how parents who don't vaccinate their children will be at risk of losing health coverage,Mrs. Watkins recently won some money in the Daily Mall's scrabble competition. She was going to use some of the money for holiday in Holland to honor her husband and brother. The rest of the money she planned on using to pay off bank loans that had been overbearing the past few years. She never knew what the future held but the winnings sure did help. Mrs. Watkins spent the money in a whim.,0.8146139979362488,-0.40166229009628296
"This topic is about a person found guilty in the trial before a judicial panel, opening a criminal trial against him, a person potentially facing jail time,  receiving a fine, and a suspended prison sentence.",A wife lost her husband to a heart attack,Ten former public school educators were convicted of racketeering in a test-cheating scandal in Atlanta. Fulton County Judge Jerry Baxter urged the defendants to accept deals with the prosecution and threatened prison sentences if they fail to reach those deals. Prosecutors accused defendants of erasing incorrect answers and instructing students to change their answers in order to secure promotions and up to $5000 each in cash bonuses in the Atlanta school system in 2009. ,0.7554686665534973,0.11475425958633423
"This topic is about power plants, using fuel to produce heat, fossil fuels that produce waste, and solar energy.",Tory MP has been asked to remove tweets about the murder trial,"The EC is going to hold a vote in which they will decide whether or not to ban the use of halogen bulbs. This poses a problem for consumers, as many of them still use halogen bulbs, and the cost to replace the bulbs can be up to 15 times more expensive. There has been a proposed push back on the date in which the ban is to take place, in order to allow consumers adequate time for the adjustment, as some of it could consist of rewiring in order to compensate the proposed CFLs or LEDs.",0.2691619396209717,-0.2975980043411256
"This topic is about a person arrested and charged, authorities allegations, an investigation, being accused of a crime, being under arrest on one charge, and being under investigation.","Hilary Border has been spared jail after stealing £20,000 from her mother, who has dementia",A man named Jason Cualler aged 44 hit a black man on his head with bottle of wine. Authorities took action against him as he hit the man on racism. Investigations been taken against him as authorities were told how he held that crime.,0.8854035139083865,-0.4452030062675476
This topic is about economic growth involving billion dollar figures showing that the economy is growing as expected globally.,The Duchess of Cornwall was initially disliked by the British press and British people,"In Sydney, property prices continue to rise, new records are being set. The reason for the fact that the cost of housing in one of the districts increased by 5.8% was the reduction of the discount rate by the Reserve Bank to 2.25%. Some homes are now worth a million dollars or more.",0.9333661794662476,-0.7680149674415591
"This topic is about family and friends, and a husband and wife, the couple‚Äôs daughter has two brothers.",The 30 year old builder has been sentenced to 21 months in jail for theft and fraud,Travis Hatfield is an aspiring country singer who sung to his uncle who has Down syndrome. The video of him singing went viral even though it was meant for family and friends. Travis sings with his uncle often and dream of making his family proud by producing his own record label.,0.05070705711841583,0.2822248935699463
"This topic is about winning the match by a few points, and how Barcelona had minutes left and had scored before half-time but were able to score a goal at the end.",A three-month-old child was abandoned at McDonalds in Ohio by his parents after police said they could not agree on who would take care of the child over the weekend,"The Gunners have topped in the Premier League table and they are followed by Arsenal who spent majority of time at the top of the league table last season and ended their trophy drought by winning the FA cup. The fine addition of Alexis Sanchez has brought solidity in the team and with the return of Mesut Ozil, the Gunners are already being tipped to challenge for the title next season. The Gunners are currently topping the European form guides. The things are certainly good for Gunners now and they look in fine shape for their matches in the next season.",0.5879018902778625,-0.853303074836731
"This topic is about credit, receiving funds, paying money using a credit card, and spending money.",Prince Harry is the younger son of Prince Charles and Princess Diana,"Currently, about £11billion per year in taxpayer money is being used to supplement the incomes of workers in low-paying jobs. Large companies receive these funds as public subsidies, enabling profitable businesses to get away with paying low wages. Citizens UK, a charity, is campaigning for the adoption of a minimum wage that is £9.15 an hour in London and £7.85 for the rest of the UK. ",0.9204260110855105,0.7206845879554749
"This topic is about a final match to determine which team will win the final round, winning the title to become this year‚Äôs champion.","One young woman, 18-year-old Michelle Carter, was charged with involuntary manslaughter for allegedly sending text messages urging her friend to commit suicide","Ireland dominated in the final match of the six nations championship. This year is the first time Ireland has won since 1949. The competition was fierce throughout the tournament, but Ireland demonstrated their prowess by dominating the final round.",0.7702921628952026,0.016758060082793236
"This topic is about Ukraine and Russia, calling to fight for Ukraine, euro countries, Russian officials gathering in Moscow, Vladimir Putin, a citizen of the eastern European country, and a bloc of nations within the European Union.",Finales are starting for the TV season,"A film from ukraine that tells the story of a soviet sniper wants to be successful in ukraine in russia, this may be possible in the midst of this conflict. The film may leave the countries united, at least to watch for a while. And the tension can be lessened because of the art.",0.21630491316318512,-0.26496919989585876
"This topic is about the navy rescuing in the ocean, swimming in the sea, sandy island, dive team rescuing a person, ocean water and fishes in the sea.",The dressage World Cup was held in Las Vegas,"Ilha de Mana, a customers receive rock formed like a concrete wall, and the continent area homes to shadowing and breathtaking views. Ilha de Mane is located in the port of Angra de los Reis, approximately a mile from Paraty, Portugal, and is protected from Black Sea. Guests can cool down in the crystal clear lake or rest in a 's freshwater hot tub cut out of wisteria.",-0.25880351662635803,-0.06050746887922276
"This topic is about the senate and congress, congressional pressure, calling one's representative's office, informing a Senate committee, lawmakers setting the record straight, the staffer to the Democratic senator, and federal employee benefits.","Alix Bussey, 23, died on holiday in Mexico with her boyfriend","The senate and congress need to be on the same page as far as the nuclear deal. It's very important for foreign relations in the middle east. If your representative seems to not support the foreign relations, then you can call your representative's office.",0.24526721239089966,0.37166911363601685
This topic is about weight loss and following a healthy diet in order to regulate body fat and blood sugar levels and lose a few pounds of weight following a diet.,Seedorf won the title an aggregate of multiple times in his celebrated lifetime in 1995,"Mrs.Emma Thair-White, a 43-year old decided to lose the weight in 2013. She had gained lot of weight since 2009 as she had unbalanced diet post losing her mother on breast cancer.In 2010, she was devastated and was prescribed anti-depressants by her GP. The weight loss progress was slow at first when she started exercising in 2013. But when she managed to lose few pounds, she started taking Forza Raspberry K2 diet supplements which helped her to get in great shape. Emma who was on size 22 got her slim size 12 post her determination and not giving up in her attempt to lose few pounds.",0.5718439817428589,-0.4879745841026306
"This topic is about having kids, becoming a mother, giving birth, children and their parents, and families with children when a baby is born.",The senate and congress need to be on the same page as far as the nuclear deal,Mike has fathered 40 children in his life time. His ex wife had spoke out about the embarrassment he has caused her. Even his children talk about what a disgrace he is.,-0.07041166722774517,0.4798077344894409
"This topic is about the country's president, ruler of the country, President Barack Obama, the White House press conference, the Bush administration, and the former Republican president.",CJ was refuse to go to the school and he went the Battle Abbey Prep School for the entrance exam,"President Barack Obama and Iraqi Prime Minister Haidar al-Abadi had their first meeting since Abadi becoming prime minister last September, to convey a U.S. stamp of approval for a more inclusive leader. Obama said he and Abadi discussed the issue at length in their Oval Office meeting on Tuesday. ",0.9190388917922976,-0.3188160061836244
"This topic is about the presidential campaign, the presidential candidate, a state governor, joining a presidential campaign, and a huge impact on political campaigns.","An increase in television money for UEFA will also cause the awards to the Champions League to increase, but the disparity with the Europa League will not be so great in 2015-18","Hillary Clinton, the Presidential candidate, has launched a video to start her campaign. She highlights the gap in salaries paid to men and women. Women in America are paid 77 cents and men get 100 cents for the same work. She has announced that if elected President, she would accept a pay cut of 23% herself. This declaration can influence the Presidential campaign to a great extent.",0.8718891143798828,0.229074165225029
"This topic is about a person arrested and charged, authorities allegations, an investigation, being accused of a crime, being under arrest on one charge, and being under investigation.",The budget when planning to hire a babysitter has increased 28% in the last five years,Liana Barrientos has been charged with falsifying her marriage documents. She had allegedly run an immigration scam. She was also charged with theft and trespass charges after she snuck into the subway through an emergency exit.,0.8581774830818176,-0.7332272529602052
"This topic is about Formula 1 racing, the Grand Prix on the race track, Hamilton‚Äôs team and the Ferrari team, and collisions during a race.",Foggy weather conditions made it difficult to rescue a stranded hiker,"First time the Enstone-based marque are providing there test and reserve driver with a number of outings in first practice session ahead of grand prix weekends. Lotus have decided palmer will get a shot, and nor just as a driver doing all the donkey work too. Every Friday practice session for as was the case in China last week and again in Bahrain this week-his run-plan will be similar to that whoever he replaces.",0.6448276042938232,-0.470842480659485
"This topic is about having kids, becoming a mother, giving birth, children and their parents, and families with children when a baby is born.","In Russia, two roundtrip flights between Anchorage and Bethel, and Anchorage and Nome were cancelled after a low visibility due to the eruption of Shiveluch volcano over the weekend","You have three options for punctuating the end of a sentence: a period, an exclamation mark, or a question mark. Each one sets a different tone for the whole sentence: that of a statement, an outcry, or a question, respectively. A period marks the end of a declarative sentence: a statement of fact.",0.9153795242309568,-0.5180239677429199
"This topic is about the world cup football championship, Brazil qualifying for the finals, Messi talking about Ronaldo, world champions defending their title, the Nations Cup, the best group of players, real madrid, and a competition for the cup.",The 30 year old builder has been sentenced to 21 months in jail for theft and fraud,"Five nations, Germany, Italy, Spain,Austria and Portugal, remain in the running to stage the 2022 Ryder Cup Europe. Turkey has withdrawn its bid for logistical reasons. Ryder Cup Europe officials will be visiting Spain, Italy and Austria by the end of the month and no date is confirmed for visiting Portugal yet.",0.16463999450206757,-0.33117663860321045
"This topic is about Manchester United's manager, Premier League, the striker for the team, and Liverpool versus Chelsea.",A man was arrested in Alaska for reckless driving and criminal mischief,"Former Arsenal striker Andrei Arshavin and veteran Ukrainian midfielder Anatoly Tymoshchuk are likely to be sacked by Russian league leader Zenit St Petersburg at the end of the season. Arshavin in action for Zenit in a Russian Premier League match against Kuban Krasnodar in November. Arshavin, 33, who played for the Gunners between 2009 and 2013, is on his third stint at Zenit and has been quoted as a reserve in 17 games this season.",0.015302187763154507,0.08856187760829926
"This topic is about a person arrested and charged, authorities allegations, an investigation, being accused of a crime, being under arrest on one charge, and being under investigation.",John McCain told reporters Tuesday,"Heroin dealer Patrick Revins was arrested by police after selling the drug, hidden in a Kinder Egg, to an undercover police officer. The drug dealer was identified by the police because he had his initials 'P' and 'R' tattooed on each side of his forehead. In Stoke-on-Trent Crown Court, Revins admitted the heroin supply charge and was sentenced to one year in prison, which will be added to the 27-month sentence he already serves for knives illegal possession.",0.8775554895401001,0.845726490020752
"This topic is about a person found guilty in the trial before a judicial panel, opening a criminal trial against him, a person potentially facing jail time,  receiving a fine, and a suspended prison sentence.",Rene Dee's wife died of a deadly bug,"A former Weber County court clerk won an unfavorable sexual harassment lawsuit against a former judge who wrote a love poem for her.
 A federal jury in Salt Lake City on Thursday awarded more than $270,000 to Marcia Eisenhour after discovering that former court judge Craig Storey violated her right to corresponding protection.
 Storey wrote in 2007, 'I would love to pick your sweet grapes', and called Eisenhour 'the most beautiful thing alive'.
 Storey was a judge at the Weber County Courthouse from 1984 to 2010, when a new Ogden Courthouse (pictured) opened and took over the county's case pool.",0.8359020352363584,-0.4359172582626344
