premise,correct,incorrect,pos_sim,neg_sim
A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.,A tinny white puppy sits on a red pillow and plays with a rawhide bone.,0.783057272434,-0.768990814686
A brown dog opens his mouth to catch a piece of food.,A dog catches food.,a dog is sleeping,0.714815497398,-0.872645139694
A maintenance worker walking past a statue.,worker walking by a statue,man driving his car past a statue,0.990669846535,-0.417860001326
A view down the train tracks in a large city.,A view outdoors.,A view of Mars.,0.937889575958,-0.739036679268
A girl in a field with a yellow scarf.,The girl is outdoors.,The girl is in an office building.,0.901202082634,-0.557729542255
An man wearing headphones observes an older man performing his guitar on a public street bench.,The two men are near a public street bench outside,The older man is shopping for groceries,0.893192231655,-0.519618630409
A woman prepares to strike a volleyball.,The woman is near the volleyball.,The woman is shooting a basket through the hoop.,0.934532225132,0.095983222127
A man jumps in front of a palace in China.,A man is jumping.,Nobody is in the air.,0.794076681137,-0.474668353796
A gentleman in a black shirt and cap sits under a wavy wooden roof in an outdoor cafeteria setting.,A man in a cap,Nobody has a cap,0.810214757919,-0.646719753742
a body boarder is being dumped on the beach by a wave whilst other surfers are standing around in the water.,There are surfers on a beach.,The boarder is being dumped on molten hot lava.,0.763392686844,-0.604178190231
Two women crossing an intersection.,Two people crossing the street.,Two females sitting at home.,0.88793027401,-0.596606969833
An elderly man is looking through his glasses while working with hot metal.,man in glasses,girl sleeps,0.840123534203,-0.680496573448
Six women that are showing their nationality by holding a flag.,Women are holding a flag,The women are holding an empty flag pole,0.776465177536,-0.61102771759
A bald man in a red shirt and khaki shorts buys something from a woman wearing a visor in a store.,A man is making a purchase in a store.,A bald man leaves a store without buying anything.,0.553204655647,-0.582804918289
A child turning a crank with benches behind him.,The child is in front of benches.,The person is sleeping.,0.807223796844,-0.754956007004
Four motorcycles are racing on a dirt track.,four motorcycles are racing,they are parked in a garage,0.912436485291,-0.709299921989
Young boy kicks a soccer ball towards the goal as the crowd watches.,The boy is under the age of eighteen.,The boy is alone in his backyard.,0.127677291632,-0.496584892273
A brown dog carries a long stick on the green grass.,A dog carries a stick across the grass.,A cat claws at a toy.,0.974606871605,-0.584466099739
A girl in a purple sweater and a shoulder bag is looking to the side with a lot of people behind her.,a girl has on a sweater,a boy sleeps on the couch,0.797638058662,-0.754883885384
Women and children are walking down a cement dock to board a nearby cruise ship painted red and white.,The women and children are outside.,The women are boarding an airplane.,0.771740674973,-0.618435680866
"A person is climbing a cliff wall, over a rocky shore, using a rope.",A person is near a body of water.,A man is swimming to his favorite beach.,0.912309169769,-0.526878535748
A dog carrying a stick in its mouth runs through a snow-covered field.,A animal carried a stick through a snow covered field.,the animals is sleeping,0.959000170231,-0.751317977905
Woman singing on stage in front of backup dancers,A person singing,Nobody is singing,0.78628051281,-0.219744354486
"While some people look in the barn, others walk on the bridge and some are enjoying cooling off in the water by the beach.",Some people are outside.,The people are sleeping in bed.,0.866652607918,-0.688639223576
A person is riding a colorful dirt bike on dirt hills.,A person rides a dirt bike outside.,A boy plays with his remote control car in his living room.,0.986903369427,-0.474506825209
Four older men are playing musical instruments in a park by a wall in traditional costume.,Four men are playing music outdoors.,Four young women are playing chess in the park.,0.949146568775,-0.534071803093
Several people sitting on foldable chairs near a geological formation.,There are people sitting near a geological formation.,Some people are sleeping on a sofa in front of the television.,0.993158817291,-0.550531625748
A man sits in a chair on the sidewalk in front of a huge display of brightly colored artwork.,A man sits in a chair on the sidewalk in front of a huge display of brightly colored artwork,The man was watching tv,0.999992966652,-0.744934082031
People running down a two lane road.,Humans are moving fast.,People are sleeping in bed.,0.67853975296,-0.377389967442
A child is looking out of a door.,There is a door.,The child is asleep.,0.945393919945,-0.8319054842
People are shopping outside surrounded by a metal fence.,The people are outside surrounded,The people are sleeping.,0.977589666843,-0.763542592525
A group of children walking on a trail.,Children are walking.,The people are adults.,0.939640641212,-0.489029496908
The brown and white dog is playing in the snow.,A dog in the snow.,A dog chasing a squirrel in a dry desert.,0.940737009048,-0.667354226112
A man in an orange vest and hat is shoveling rocks while another man in a yellow and blue jacket looks on.,A person in a vest,Nobody has a vest,0.98214328289,-0.78911793232
An Asian child sleeping in a grocery cart in a grocery store.,The child is not at home.,The child is awake.,0.738890528679,-0.627312302589
A small group of people listen to a man in a blue shirt in front of a natural stone two-story structure with five steps leading to a white door on the lower level.,a man talks to a group of people,an eagle sits in a tree,0.884844779968,-0.0993911549449
"Though frail looking, this turbaned woman is able to carry a large pot and a bound bundle of long sticks.",A person carrying a pot,Nobody has a pot,0.965705513954,-0.833690166473
A man with glasses and a Hawaiian shirt is standing next to a dog while another man with a blue hat looks at them from the back.,A man stares at another man.,A butterfly flys freely.,0.828528642654,-0.796459674835
Some pedestrians with multiple shopping bags walk down a paved walkway.,There are people walking down a walkway,A man dances on a volcano,0.948291480541,-0.550684869289
Many people standing around a silver car with the hood raised while a young girl in a yellow shirt and blue jeans drinks from a bottle.,A group of people are interested in a vehicle.,None of these people can see this car's engine.,0.954589605331,-0.75536108017
Young blond girl holding chopsticks looks with red eyes at camera while another girl in the background looks at food.,The girl is touching an object.,The girl is alone in the middle of the ocean on top of the moon.,0.913478434086,-0.824458241463
"Dozens of street performers in fuchsia, red, yellow and black outfits are dancing and singing along a city street.",Many performers in colorful costumes were entertaining in the streets.,A group of silent mummers were performing in the park.,0.760075390339,-0.216651722789
Military men dressed in camouflage and white aim there weapons while out in the snowy weather.,men have weapons,a donkey runs,0.880878567696,-0.0633110329509
A group of people stand around a young man wearing a black and white checkered shirt who is sitting at a table with his head down.,The man has clothing on.,The people are swimming at the pool club,0.792681336403,-0.6465280056
There is a room full of pictures all in the wall and a woman in a coat is looking back over her shoulders strangely.,a room with pictures,the room is empty,0.686002850533,-0.921798706055
A man in a black shirt sits beneath a'no child left behind' powerpoint presentation.,There is a powerpoint presentation.,The man sitting beneath the presentation had no shirt on.,0.609675347805,0.0413321442902
A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is wearing a costume.,The man is swimming at the beach.,0.340066611767,-0.618287444115
A woman sitting with two men hugging.,A group of people are sitting together.,A group of people are sleeping on the couch.,0.847424983978,-0.295085281134
A smiling child is standing behind a tree.,A young person is outside.,A man is eating a hotdog.,0.888836979866,-0.668430745602
People wearing red shirts are standing in a large pool of water as it splashes over and around them.,A person in a shirt,Nobody has a shirt on,0.750073850155,-0.461108356714
A boy in a red shirt and a boy in a yellow shirt are jumping on a trampoline outside.,The boys are outside.,The boys are asleep.,0.813128292561,-0.759989738464
A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing.,A person with a scarf,Nobody has a scarf.,0.768750667572,-0.538484930992
Two men climb onto tires while sitting in the muddy water.,the men are wet,the men are dry,0.574338078499,-0.421713113785
Man wearing dark clothes walks down a street with a wall of graffiti to his left.,A man walks past some graffiti.,The man is painting the street.,0.989918470383,0.317258477211
Two men are on a cherry picker proceeding to perform work at a construction site.,Two men on a cherry picker performing work outside.,Two men driving in a truck down an empty highway.,0.971658587456,-0.797763347626
A man wearing a Santa hat holds up a photo to the class.,A man shows a photo to a class.,Santa Claus tells the kids he is not real at the mall.,0.950911283493,-0.726393222809
Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen.,The women are near the cellphone.,The woman is alone in her bathroom.,0.750038862228,-0.693899929523
Smiling woman in yellow shirt gesturing.,the woman was gesturing,the pig was eating monkeys,0.819906890392,-0.747256875038
"A white dog, a brown dog, and a black dog frolicking in a grassy field.",Several dogs are playing outdoors.,The dogs are eating their dinner in the kitchen.,0.977856099606,-0.670263051987
A small dog wearing a denim miniskirt.,A dog is wearing a skirt.,A dog is having all its hair shaved off.,0.722692787647,-0.677340865135
A young boy in a green shirt and blue pants is playing with a blue toy train on a wooden track.,A young boy is playing with a wooden train set.,A young boy is driving a pedal car on the sidewalk.,0.980809092522,-0.188047304749
A lot of people walking outside a row of shops with an older man with his hands in his pocket is closer to the camera.,A lot of people walking outside a row of shops with a man with hands in his pockets.,A lot of dogs barking outside a row of shops with a cat teasing them.,0.968038201332,-0.242522567511
A group is gathered outside holding flowers.,Their hands are holding something,They throw the cannonballs away,0.922006964684,-0.813030362129
A group of men work on some streetcar rails.,The group of men are fixing the rails.,The group of men are asleep at the parade.,0.58888810873,-0.587843537331
"A small baby, possibly a newborn is being bathed by a person in blue scrubs wearing protective gloves.",Someone is helping bathe the small baby.,The small baby is in it's crib sound asleep.,0.920678496361,-0.87245875597
A young woman and a young man are talking with a group of other people around.,A group of people talking to each other.,A man having dinner alone.,0.952243566513,-0.92791646719
"A young boy, wearing a helmet, in shorts and a t-shirt and a pair of binoculars around his neck is playing outside.",A boy is outside.,The boy has nothing around his neck.,0.928631901741,-0.762155652046
"A young man and young woman wearing backpacks are placing or removing an item from an old white tree snag, with other people standing or sitting in the background.",a man and woman with backpacks,an eagle flies,0.937717854977,-0.734078526497
A man in a shirt and tie does the splits on a wood floor,The man is flexible.,The man is on the moon.,0.241230145097,-0.461117088795
A father with a red shirt and beard is cuddling with his two children in a chair.,There are three people inside.,"A father drowns his two children, since he hates his life.",0.241233468056,-0.303948789835
A bearded man in a light blue shirt peers through a magnifier to work on something that rests on a white paper box.,a man peers through a magnifier,the man is asleep,0.89748865366,-0.648157596588
"Young man in a red hat, gray shirt, and jeans, performs a trick in the air with his skateboard.",The young man is wearing a hat.,The young man is wearing nothing on his head.,0.765474557877,-0.588975429535
A small crowd of people gathered together watching activity occurring in front of them.,there is a group of people,there is no one in this picture.,0.951618134975,-0.70544064045
A brown dog in running on grass.,A dog is moving around,A dog is sleeping at the beach,0.755110383034,-0.567997515202
A man in the middle east with a corn-on-the-cob cart selling corn.,"In the middle east, a man sells corn-on-the-cob from a cart.",A middle east man is throwing corn at strangers.,0.875700235367,-0.464581221342
A group of girls in matching brown dresses and sandals dance in unison.,Girls dance together.,The girls sleep.,0.935272932053,-0.225642427802
A person with a yellow hat holding a fishing pole in the grass by water,A person is in the grass holding a fishing pole and wearing a yellow hat.,A grizzly bear is attacking someone in a blue hat.,0.980997204781,-0.201206758618
Two dogs playing in the snow.,There are two dogs playing together in the snow.,The two dogs are inside sleeping by the fireplace.,0.967118144035,-0.595795989037
"A festival displays two men dressed in red makeup and costume, while an older man has cream on his face.","A festival displays two men dressed up in red makeup and costume, while an older man has some cream on his face.",The couple just filed for divorce.,0.999494075775,-0.244011849165
Football players square off before a play.,There are people playing football outdoors,There are people watching football on tv,0.913264095783,0.211124122143
A young man sits at a workbench amidst a number of work tools including wire cutters working on what appears to be a large ornate necklace.,There are work tools.,The man is old.,0.946442484856,-0.373676657677
Protesters in costumes carry signs through a paved city street.,The protestors wore costumes.,The protesters were nude.,0.900386810303,-0.698527514935
A man is holding a both a sleeping toddler and a sleeping baby on his lap.,A man holds two sleeping children.,A toddler and baby play together while their father looks on.,0.996161699295,-0.832000553608
A boy cooking on a grill.,A grill which a boy is cooking on.,A boy sleeping under a tree.,0.987113893032,-0.544556677341
"A man cooks chicken on the grill, while others enjoy food in the background.",A human cooks food while others consume food in the background.,A man cooks steak on a hot plate alone.,0.980684041977,-0.329004049301
"Some Women and Men are Sun Tanning, and watching the Ocean Waves, on a Bunch of Rocks.",Some people are Sun Tanning.,The people are not by any water.,0.511406540871,-0.2359790802
A young boy is looking into a silver cellphone while resting his light brown-haired head on top of a resting blond dog's head.,A person looking,Nobody is looking,0.805814385414,-0.616915285587
"Man in a black suit, white shirt and black bowtie playing an instrument with the rest of his symphony surrounding him.",A person in a suit,Nobody has a suit,0.871648311615,-0.43613114953
"A man in a yellow outfit, fixing something on the corner of a house.",A man wearing a yellow outfit was repairing something on the corner of the house.,The man is breaking into the house.,0.986460924149,-0.574886441231
Two young adult passengers of a vehicle are sleeping.,There are two people sleeping in a vehicle,Two people are talking while driving a vehicle.,0.998749494553,-0.547748565674
A woman is holding a sign that says honk to indict bush.,The woman is touching the sign.,The woman is swimming in her pool.,0.602901101112,-0.640362858772
A hiker pokes his head out of a tent high in the mountains.,The hiker is outside.,The hiker is swimming in a pool.,0.866047024727,-0.695760250092
the front side of a food vendor in a park.,A food vendor is in the park.,The park is empty.,0.840613365173,-0.60439068079
A brunette woman in a multicolored floral outfit and a pearl necklace is talking while holding a wineglass.,a woman holds a glass,a woman is sleeping,0.988258600235,-0.557571828365
A band of young musicians are playing an intimate concert to a small crowd in an outdoor courtyard.,a band is playing,the band is at home sleeping,0.901576042175,-0.775179445744
A black dog is chasing a ball on a green grass.,A black dog is running outside.,A black dog is sleeping.,0.938143849373,-0.374787867069
A boy in sandals is looking at a camera in a busy street.,"A boy is in a busy street, wearing sandals, looking at a camera",A boy is playing nintendo on his couch,0.998196363449,-0.73586666584
A man smoking a cigarette is working outside.,A man smokes a cigarette outdoors.,A woman eats a slice of pizza.,0.998381137848,-0.786298036575
Three people wearing black chatting on a street corner.,Three people are talking outside.,Five guys are eating burgers on a street corner.,0.959577083588,-0.571135282516
"A man and a woman are sitting at a table outside, next to a small flower garden.",The man and woman are outside.,The woman is having lunch with another woman.,0.557881116867,-0.289930224419
A soccer player wearing white shorts and an orange and green shirt holds the ball while being guarded by another soccer player in a blue uniform.,A soccer player holds the soccer ball.,A football player throws a touchdown pass.,0.83109754324,-0.550858318806
Two men and a lady are standing outside.,There are people outside.,They are riding the bus.,0.897965431213,-0.557958245277
Two black and white dogs looking at a black and white kitten who is sitting on top of a tank with hoses on it.,Some dogs looking,No animals.,0.0938825979829,-0.0146415680647
A man with dark hair and brown skin is in a dark room with his hands on some equipment.,A man with dark hair is in a dark room with his hands on equipment.,A man with no hair is in a street show.,0.910877406597,-0.690639853477
A girl and two boys are playing in water.,The children are wet.,The children are eating dinner at a restaurant.,0.932479858398,-0.739541888237
Blond tennis player pauses to view the crowd.,A tennis player is looking at the crowd.,The basketball player is looking at everyone.,0.8949842453,-0.703952610493
A soldier is holding a gun and crouched down with is mouth covered by a cloth.,A man is holding a gun.,The solder is sipping tea inside.,0.614958405495,-0.593845009804
A man standing behind a small ice cream cart on a street corner.,The man is outside,The man is inside,0.634560585022,-0.331151515245
A tent advertising Surfer Magazine for the 25th annual Longboard Classic on the beach surrounded by palm trees.,There is a tent on a beach.,The tent is advertising free flu vaccinations.,0.624188899994,-0.906705796719
A basset hound is tied to a doorway in an alley in front of a man and woman.,The dog is outside.,The dog is on the moon.,0.522142112255,-0.859058499336
Two dogs run together across a grassy lawn.,The dogs are outside.,The dogs are swimming.,0.931475996971,-0.476693660021
Two dancers in azure appear to be performing in an alleyway.,A pair of people are in the alleyway.,A pair of dancers are sleeping on the sidewalk.,0.910525023937,-0.621327757835
Older man with white hair and a red cap painting the golden gate bridge on the shore with the golden gate bridge in the distance.,A person with a cap,Nobody has a cap,0.882837414742,-0.750282466412
A male is placing an order in a deli.,A man at a deli.,A man buying ice cream at the movie theater.,0.568210482597,-0.234594196081
A view from a hidden camera at a low height shows a man and a woman standing under an umbrella mounted on the back of a three wheeled bicycle with a cart on the back.,A man and a woman stand under an umbrella.,A husband and wife enjoy their wedding in a church.,0.865599155426,-0.362015426159
Two commandos with gun by a staircase and an old man holding a hat is sitting on the stairs.,Two soldiers carry weapons.,Two unarmed men are held hostage by an empty handed old man.,0.641351997852,-0.475739896297
A man in a black hat and jacket is sitting down.,A man sitting down is wearing a black hat and a jacket.,A man is being arrested for breaking a window.,0.997210383415,0.330017566681
A man in a black jacket and blue jeans is holding a white coffee cup.,A man is holding a cup.,A naked man is drinking juice from a glass.,0.887014627457,-0.49436751008
"A man in yellow, white, and blue bicycle clothing and helmet grimaces as he rides his bicycle.",A man is riding a bicycle.,A girl is riding a roller coaster.,0.786025583744,-0.710704982281
"A crowd of people, almost all in helmets, some in masks, face the camera while someone in a red cap looks backward.",The camera catches the faces of a crowd of people,They all eat giant sandwiches,0.951977431774,-0.800702214241
