premise,correct,incorrect,pos_sim_M,neg_sim_M,pos_sim,neg_sim
People on a concrete area taking pictures.,people take pictures,boy sleeps alone,0.9734416306018829,0.20754697918891907,0.9982929229736328,0.025684654712677002
Blue bus parked with back door opened as man in white shirt walk by it.,Guy walks by bus.,A guy rides in his car to work.,0.8164405226707458,0.45599332451820374,0.9759640693664551,0.004002094268798773
A man in a black shirt is smiling at a woman in a black shirt what a tattoo and a eye brow ring.,A man is smiling at a woman.,A man is reading a book alone.,0.9077041149139404,0.08825868368148804,0.9918791353702545,0.020357221364974976
A beautiful woman puts on a look of amazement while she wears native clothing.,a woman is amazed,the woman is naked,0.9074799716472626,0.10671812295913696,0.9963628351688385,0.025758653879165594
A young boy riding on the shoulders of a man outdoors.,A man has a yound boy on his shoulders outside.,"A single woman is inside cooking dinner for her only child, her daughter.",0.995518147945404,0.018813639879226685,0.9947032630443573,0.024356245994567816
A greyhound jumps over a chain.,A dog is in motion.,A dog is sleeping under a chain.,0.9615484178066254,0.22819727659225464,0.9842804968357086,0.014287471771240179
A man in a park holding a ball.,A man is outdoors.,A man is taking a nap in bed.,0.89847731590271,0.17308801412582397,0.9856789708137512,0.01569277048110962
A brown dog leaps into water from a rock.,A dog is outside.,A dog is sleeping under the porch.,0.9542949795722961,0.1926296353340149,0.9852854013442993,0.01532784104347229
A toddler is playing with colorful plastic building toys.,A human playing,Nobody is playing.,0.9767169058322906,0.06692087650299072,0.9983550310134888,0.028772413730621393
"Two kids on a boat, one with a paddle, and the other on the edge wearing a life vest.",A kid is wearing a life vest.,Two kids are sleeping in bed.,0.9799092710018158,0.0822858214378357,0.9765273332595825,0.0070545971393585205
A man in an orange vest is on the sidewalk playing a guitar and singing while others are walking down the sidewalk.,A man is playing a guitar on the sidewalk and singing.,A man is in a purple bathrobe is inside his home cooking breakfast.,0.9137004911899567,0.1135568618774414,0.9985865354537964,0.0294874906539917
A woman in a black jacket with yellow on the back talking to a man with a black jacket and cameras hanging down from his shoulders and neck.,A man has some cameras.,"The woman is sitting alone, silent, reading.",0.9759584665298462,0.17790919542312622,0.9823767244815826,0.014356762170791626
"Several people standing in front of a pile of snow in front of a house, with one person shoveling.",It snowed outside.,It is a hot summer day in Miami.,0.9909466207027435,0.12907928228378296,0.9933727085590363,0.026267170906066895
A old woman is holding shopping bags on a busy city street.,A woman on a busy street holds some shopping bags,A woman with her groceries on the moon,0.9880851805210114,0.27956265211105347,0.9970948994159698,0.030375629663467407
A guy on a waterskiing board is doing a stunt.,The guy is doing a stunt.,The guy is watching tv.,0.899325966835022,0.13236361742019653,0.99629807472229,0.029651790857315008
A customer places his order at Quiznos while another customer looks on.,Someone orders food at Quiznos.,The customer turns around and leaves the restaurant without ordering lunch.,0.5525023266673088,0.15535366535186768,0.9949937462806702,0.028822898864746094
A light brown dog with his tail in the air jumps of a pontoon toward the water.,A dog jumps toward the water.,A cat is jumping in the air.,0.9562729895114899,0.2872326821088791,0.999654233455658,0.03364813327789301
A man and a girl are both looking at something of interest.,Something catches the eye of a man and girl,A girl sleeps in her moms lap,0.980902373790741,0.1121024489402771,0.9968459606170654,0.031146943569183405
A lone man standing a rock shore looking downward at a inland body of water with a blue ocean or other large body of water behind him extending into the horizon of a blue sky.,You can observe some water in the frame.,No natural objects are shown here - every single thing is man made.,0.9625358581542969,0.23640573024749756,0.9671769738197327,0.0022444725036621094
a big tan dog drinks water from an outdoor water spout.,A dog is outside and thirsty.,A dog is chasing a cat.,0.9538957476615906,0.1473459005355835,0.9806796312332153,0.016185313463211004
Three men pose for a picture while standing in front of table at a conference.,three men are posing,the men are flying an airplane,0.968603253364563,0.14046508073806763,0.9807597696781158,0.01640099287033081
A little boy smiles while playing in the dirt.,A human smiling.,Nobody is smiling.,0.9316579103469849,0.0783282220363617,0.9965778589248657,0.032634437084198
"A young girl with long hair, glasses and a lip ring playing on her iPhone in a brightly lit room.",a girl with long hair,the girl is asleep,0.7690623998641968,0.4051441177725792,0.9732255041599274,0.009899556636810303
"A male child with blond-hair, green eyes, and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row.",A person in a shirt,Nobody has a shirt,0.9689803123474121,0.06330007314682007,0.9815946817398071,0.018822848796844482
A old man sells hardware parts on a dirty sidewalk.,The man is outside.,The man is cooking dinner with the hardware.,0.8885493278503418,0.3976784497499466,0.9881440699100494,0.02578753232955938
A black dog carrying a hanging flower pot.,A dog carrying a flower pot.,A dog sleeping.,0.9883993864059448,0.05652272701263428,0.985166072845459,0.023053348064422607
A man in a large crowd converses with his friends.,A man is talking to a bunch of his friends.,A man is standing alone in the auditorium.,0.9751156270503998,0.0930282473564148,0.9779762625694275,0.017093747854232788
A square full of people and life.,The square is busy.,The park plaza is absolutely empty.,0.9881187379360199,0.07808932662010193,0.9745360016822815,0.014929294586181585
An Asian woman preparing vegetables for the market.,A woman preparing vegetables.,A woman at home.,0.9157203435897827,0.25658656656742096,0.9977409839630127,0.040183752775192205
Two girls riding an amusement park ride.,The two girls are at the amusement park.,The two girls are at the zoo.,0.9892870783805847,0.4306591674685478,0.9941145181655884,0.03665545582771301
Football players on a field in front of a crowd.,There is a crowd,There are people watching football on tv,0.8694769740104675,0.3052421361207962,0.9804159700870514,0.022963762283325195
A boy riding on a carnival ride turns around for a photograph.,A human riding,Nobody is riding,0.9401143789291382,0.12116724252700806,0.9832886457443237,0.026568830013275202
Several men dressed in Renaissance outfits.,Humans in outfits,Nobody has an outfit,0.9826436638832092,0.1177404522895813,0.9916828572750092,0.0350887775421142
A black dog runs with a deflated ball and a tiny tire.,A dog with a ball.,A cat eats tuna.,0.7918848395347595,0.17460200190544128,0.9659003615379333,0.009523630142211914
A dog plays with a ball at the beach.,A dog plays ball.,A cat plays with a ball of string.,0.9048718214035034,0.3246665298938751,0.9986138939857483,0.043104529380798395
A woman is holding a baby by a window.,There is a baby in the picture.,The woman's hands are empty.,0.9561755955219269,0.21805888414382935,0.9635676145553589,0.008936256170272827
"A child in a red jacket, waist deep in a pit on the beach.",A child on the beach,A child is building a sandcastle on the beach.,0.8389408886432648,0.2613029479980469,0.9649384021759033,0.010360747575759888
An older perhaps Asian man who is wearing a sleeveless shirt with quite a few people in the background.,A human wearing,Nobody is wearing,0.987739235162735,0.10362279415130615,0.989111602306366,0.03500273823738098
A little girl in a pink soccer outfit standing in front of a soccer net,A girl is in front of the soccer net.,The girl is throwing a frisbee.,0.9832285046577454,0.49374941270798445,0.9807279109954834,0.027338981628418024
Two men are on a boat trying to fish for food during a sunset.,Humans trying to fish.,Nobody is trying to fish.,0.9609304368495941,0.2170015573501587,0.9974560439586639,0.04494261741638178
Children standing and climbing near a fountain.,Kids standing and climbing.,Children running around playing tag.,0.9590755701065063,0.6088683232665062,0.9813988506793976,0.02941304445266718
A man cooking food on the stove.,A man is making hot food.,A man is making a steak on the grill outdoors.,0.8472117185592651,0.7702836990356445,0.9678835868835449,0.016098499298095703
A girl leaps through the air while running on the riverbank.,The girl is in the air.,The girl is asleep on the riverbank.,0.8014498651027679,0.3326410949230194,0.9663242697715759,0.014544516801834106
A man wearing a mask with green dreadlocks and blue gloves stands in front of a woman in a brown cardigan.,The man seems to be in disguise.,The man wearing the mask is bald and is reading a comic book to his son.,0.9447280168533325,0.22282004356384277,0.9833311438560486,0.031761109828948975
A man with a blue shirt and glasses points to a picture in a book in front of a little girl and a stack of books.,The man is attempting to draw attention to a picture.,The man has nothing on his face.,0.9017186462879181,0.07698243856430054,0.9953826069831848,0.044708311557769775
A group of kids are playing on a tire swing.,Some kids are playing on a swing.,A group of dogs are chasing a duck.,0.9910019934177399,0.4658732190728188,0.9712767899036407,0.020641446113586426
A man in a red shirt is giving toys to a small dog.,There is someone palying with a dog.,There is a dog sleeping,0.9756023585796356,0.08968442678451538,0.9804356098175049,0.031226336956024225
A man in blue with a black hat with a dog leaping at him in a park-like setting.,A man in blue playing with his dog outside in a park.,A man sits in a chair as his dog sleeps beside him.,0.9835533797740936,0.0717911422252655,0.9673297107219696,0.01820087432861328
A man is doing tricks on a skateboard.,A human doing tricks,Nobody is doing tricks,0.7742879986763,0.47871299460530287,0.9762579202651978,0.027499079704284612
A man providing entertainment on the sidewalk by playing the violin.,A man playing the violin entertains on the sidewalk.,A man is sleeping in a park by his violin.,0.9471435844898224,0.26165957748889923,0.9983686804771423,0.04985398054122925
A skater goes through a course.,A skater goes through a course,A skater is sleeping.,0.9999422430992126,0.256300687789917,1.0,0.05194386839866638
A young girl performing the nutcracker.,a child was there,the child is sleep,0.45984272286295896,0.3450891971588135,0.9950039088726044,0.047795116901397705
"A young man smiles and points at something off-camera, while standing in front of a display.",The young man is in front of a display.,The young man is frowning with his hands in his pockets.,0.9774151146411896,0.15864154696464539,0.995349109172821,0.04844468832015991
Black dog with tan markings wearing a blue collar standing on green grass.,There is a dog standing outside.,A puppy is laying on the couch.,0.9889922142028809,0.04932484030723572,0.9935685992240906,0.04686456918716431
Young barefoot girl begins to lose balance.,The young girl with bare feet is losing her balance.,The girl is sitting on the floor.,0.9118814766407013,0.5443709567189217,0.9730117917060852,0.026823461055755615
A woman in brown boots talks on her cellphone and holds an umbrella.,The woman has a phone and an umbrella.,The woman is sleeping on a bench.,0.9798469841480255,0.18086081743240356,0.9850906133651733,0.04079949855804438
Two people here are wearing something around their necks.,People are wearing something.,A man has nothing around his neck.,0.9987218976020813,0.09173053503036499,0.9996238350868225,0.05548900365829468
Two girls are on a street sidewalk and one is sitting.,girls are on the sidewalk,the street is empty,0.7704208791255951,0.23065945506095886,0.9837618768215179,0.03987285494804382
A young child wearing a pink top is with a female adult.,A kid is with a woman.,A kid is alone.,0.9784388542175293,0.1713862419128418,0.9883646368980408,0.04512873291969299
A man wearing a yellow striped shirt laughs while seated next to another man who is wearing a light blue shirt and clasping his hands together.,Two men sitting together.,Two mimes sit in complete silence.,0.803549587726593,0.3938576951622963,0.9576677978038788,0.014713168144226019
A black and white dog prepares to catch a Frisbee.,A dog prepares to catch a Frisbee.,A black and white cat prepares to catch a Frisbee.,0.994414895772934,0.3368571400642395,0.9979437589645386,0.05519017577171326
"A man in an urban area is sweeping the sidewalks, with a group of people in the background, crossing a street.",A man is sweeping.,The man is sweeping his home.,0.9261264204978943,0.30413034558296204,0.9753482341766357,0.03306615352630621
A man in a black wetsuit with white shorts is windsurfing on a blue body of water with mountains in the background.,The man is near the water.,The man is windsurfing in his bathtub.,0.9599275588989258,0.3802120685577393,0.997424989938736,0.05542221665382385
A brown dog about to catch a green Frisbee.,The dog is outdoors.,The dog is sleeping.,0.9108239412307739,0.19318389892578125,0.9709607660770416,0.029953032732009888
A goalie in white runs for an approaching ball while the opponent in red who kicked it waits.,A person wearing white is running towards a ball that was kicked from another person.,The goalie is sleeping at home.,0.9575905203819275,0.12595772743225098,0.9751684665679932,0.03445702791213989
Old man crafting something in his workshop.,An old man is working.,An old man is snoring.,0.9505605697631836,0.6190842464566231,0.9860943555831909,0.045475721359252985
"A man with an orange hat in a yellow canoe paddles along a river in a wooded, mountainous area.",The man has an orange hat on,The man is watching tv,0.9246342182159424,0.031117796897888184,0.9811713993549347,0.0406863689422608
"A woman, in a green shirt, preparing to run on a treadmill.",A woman is getting a workout.,A woman is preparing to sleep on a treadmill.,0.7161736190319061,0.5041529098525643,0.9709802567958832,0.030769109725952204
An overweight man in a blue and black hooded sweatshirt works on a laptop computer outdoors.,A man does some work while sitting outside at a park.,A skinny man in a tank top watches TV inside.,0.8063373565673828,0.39932262897491455,0.9920944571495056,0.05386200547218323
A woman is cutting something with scissors.,A woman uses a tool.,A woman knits herself a sock.,0.6329338848590851,0.3774026781320572,0.9478689432144165,0.009677350521087591
A man playing a guitar and a man playing drums,A man playing the guitar with a man who is also playing drums.,Two men playing video games in the basement.,0.9659169316291809,0.4382948502898216,0.9702938795089722,0.03243792057037359
A man on a scenic canoe trip.,A man is on a canoe.,No one is on a canoe.,0.9045554995536804,0.16197818517684937,0.9814676344394684,0.04393765330314642
A bronze-skinned woman walks a pedestrian path in a form fitting dress.,A woman walks a pedestrian path.,A woman sits in a bathtub.,0.9614826440811157,0.32967086136341095,0.9630241394042969,0.02622735500335699
A black dog leaps out of the water.,The animal is outdoors.,A cat is scuba diving and the down was chasing him,0.9379157423973083,0.2955237179994583,0.9856346249580383,0.049110680818557795
A large brown and black dog jumps in the air holding a white Frisbee in its mouth.,An animal moving vertically and gripping a toy with its teeth.,A tinny white puppy sits on a red pillow and plays with a rawhide bone.,0.8915286362171173,0.11550459265708923,0.9988469183444977,0.06242963671684265
A brown dog opens his mouth to catch a piece of food.,A dog catches food.,a dog is sleeping,0.8574077486991882,0.06367743015289307,0.943774938583374,0.007631838321685791
A maintenance worker walking past a statue.,worker walking by a statue,man driving his car past a statue,0.9953349232673645,0.29106999933719635,0.9579996466636658,0.02219849824905401
A view down the train tracks in a large city.,A view outdoors.,A view of Mars.,0.968944787979126,0.13048166036605835,0.9832335412502289,0.047493815422058105
A girl in a field with a yellow scarf.,The girl is outdoors.,The girl is in an office building.,0.9506010413169861,0.2211352288722992,0.9942254424095154,0.06018221378326416
An man wearing headphones observes an older man performing his guitar on a public street bench.,The two men are near a public street bench outside,The older man is shopping for groceries,0.9465961158275604,0.24019068479537964,0.9910988807678223,0.057592034339904785
A woman prepares to strike a volleyball.,The woman is near the volleyball.,The woman is shooting a basket through the hoop.,0.9672661125659943,0.5479916110634804,0.9391581118106842,0.006244331598281805
A man jumps in front of a palace in China.,A man is jumping.,Nobody is in the air.,0.8970383405685425,0.2626658231019974,0.9704569280147552,0.0379337072372436
A gentleman in a black shirt and cap sits under a wavy wooden roof in an outdoor cafeteria setting.,A man in a cap,Nobody has a cap,0.9051073789596558,0.176640123128891,0.9880423247814178,0.05579683184623718
a body boarder is being dumped on the beach by a wave whilst other surfers are standing around in the water.,There are surfers on a beach.,The boarder is being dumped on molten hot lava.,0.881696343421936,0.19791090488433838,0.9611357152462006,0.029192745685577393
Two women crossing an intersection.,Two people crossing the street.,Two females sitting at home.,0.9439651370048523,0.201696515083313,0.9987197816371918,0.0670594871044159
An elderly man is looking through his glasses while working with hot metal.,man in glasses,girl sleeps,0.9200617671012878,0.15975171327590942,0.9902991354465485,0.058708250522613525
Six women that are showing their nationality by holding a flag.,Women are holding a flag,The women are holding an empty flag pole,0.8882325887680054,0.19448614120483398,0.993871420621872,0.06266504526138306
A bald man in a red shirt and khaki shorts buys something from a woman wearing a visor in a store.,A man is making a purchase in a store.,A bald man leaves a store without buying anything.,0.7766023278236389,0.20859754085540771,0.979130208492279,0.048033714294433594
A child turning a crank with benches behind him.,The child is in front of benches.,The person is sleeping.,0.9036118984222412,0.12252199649810791,0.9813483953475952,0.050357699394226074
Four motorcycles are racing on a dirt track.,four motorcycles are racing,they are parked in a garage,0.9562182426452637,0.14535003900527954,0.9810269176959991,0.050229012966156006
Young boy kicks a soccer ball towards the goal as the crowd watches.,The boy is under the age of eighteen.,The boy is alone in his backyard.,0.5638386458158493,0.2517075538635254,0.9916067719459534,0.06115156412124634
A brown dog carries a long stick on the green grass.,A dog carries a stick across the grass.,A cat claws at a toy.,0.9873034358024597,0.20776695013046265,0.993159830570221,0.06356936693191528
A girl in a purple sweater and a shoulder bag is looking to the side with a lot of people behind her.,a girl has on a sweater,a boy sleeps on the couch,0.8988190293312073,0.12255805730819702,0.9936690926551819,0.06509417295455933
Women and children are walking down a cement dock to board a nearby cruise ship painted red and white.,The women and children are outside.,The women are boarding an airplane.,0.8858703374862671,0.19078215956687927,0.964493989944458,0.036008358001708984
"A person is climbing a cliff wall, over a rocky shore, using a rope.",A person is near a body of water.,A man is swimming to his favorite beach.,0.9561545848846436,0.23656073212623596,0.9595752954483032,0.03167831897735601
A dog carrying a stick in its mouth runs through a snow-covered field.,A animal carried a stick through a snow covered field.,the animals is sleeping,0.9795000851154327,0.12434101104736328,0.9842382073402405,0.05656254291534424
Woman singing on stage in front of backup dancers,A person singing,Nobody is singing,0.8931402564048767,0.3901278227567673,0.9613851606845856,0.03407692909240723
"While some people look in the barn, others walk on the bridge and some are enjoying cooling off in the water by the beach.",Some people are outside.,The people are sleeping in bed.,0.9333263039588928,0.15568038821220398,0.9857715368270874,0.058492302894592285
A person is riding a colorful dirt bike on dirt hills.,A person rides a dirt bike outside.,A boy plays with his remote control car in his living room.,0.9934516847133636,0.26274658739566803,0.9846892058849335,0.05814662575721741
Four older men are playing musical instruments in a park by a wall in traditional costume.,Four men are playing music outdoors.,Four young women are playing chess in the park.,0.9745732843875885,0.23296409845352173,0.9872072637081146,0.06096774339675903
Several people sitting on foldable chairs near a geological formation.,There are people sitting near a geological formation.,Some people are sleeping on a sofa in front of the television.,0.9965794086456299,0.22473418712615967,0.9991726279258728,0.07336169481277466
A man sits in a chair on the sidewalk in front of a huge display of brightly colored artwork.,A man sits in a chair on the sidewalk in front of a huge display of brightly colored artwork,The man was watching tv,0.9999964833259583,0.127532958984375,1.0,0.0748104453086853
People running down a two lane road.,Humans are moving fast.,People are sleeping in bed.,0.8392698764801025,0.3113050162792206,0.9958958327770233,0.07139936089515686
A child is looking out of a door.,There is a door.,The child is asleep.,0.9726969599723816,0.08404725790023804,0.9767947196960449,0.05258584022521973
People are shopping outside surrounded by a metal fence.,The people are outside surrounded,The people are sleeping.,0.9887948334217072,0.11822870373725891,0.9956490397453308,0.07171264290809631
A group of children walking on a trail.,Children are walking.,The people are adults.,0.9698203206062317,0.25548525154590607,0.9852840900421143,0.06151589751243591
The brown and white dog is playing in the snow.,A dog in the snow.,A dog chasing a squirrel in a dry desert.,0.970368504524231,0.16632288694381714,0.9718157947063446,0.04805389046669001
A man in an orange vest and hat is shoveling rocks while another man in a yellow and blue jacket looks on.,A person in a vest,Nobody has a vest,0.9910716414451599,0.10544103384017944,0.9957522749900818,0.07294481992721558
An Asian child sleeping in a grocery cart in a grocery store.,The child is not at home.,The child is awake.,0.869445264339447,0.18634384870529175,0.942082017660141,0.019576221704482977
A small group of people listen to a man in a blue shirt in front of a natural stone two-story structure with five steps leading to a white door on the lower level.,a man talks to a group of people,an eagle sits in a tree,0.9424223899841309,0.45030442252755165,0.9740051329135895,0.05267786979675293
"Though frail looking, this turbaned woman is able to carry a large pot and a bound bundle of long sticks.",A person carrying a pot,Nobody has a pot,0.9828527569770813,0.08315491676330566,0.9950929284095764,0.07413649559020996
A man with glasses and a Hawaiian shirt is standing next to a dog while another man with a blue hat looks at them from the back.,A man stares at another man.,A butterfly flys freely.,0.9142643213272095,0.10177016258239746,0.9775851964950562,0.05684429407119751
Some pedestrians with multiple shopping bags walk down a paved walkway.,There are people walking down a walkway,A man dances on a volcano,0.9741457402706146,0.2246575653553009,0.9623505771160126,0.04201984405517578
Many people standing around a silver car with the hood raised while a young girl in a yellow shirt and blue jeans drinks from a bottle.,A group of people are interested in a vehicle.,None of these people can see this car's engine.,0.9772948026657104,0.12231945991516113,0.9863652586936951,0.06644347310066223
Young blond girl holding chopsticks looks with red eyes at camera while another girl in the background looks at food.,The girl is touching an object.,The girl is alone in the middle of the ocean on top of the moon.,0.956739217042923,0.08777087926864624,0.9917243123054504,0.07196208834648132
"Dozens of street performers in fuchsia, red, yellow and black outfits are dancing and singing along a city street.",Many performers in colorful costumes were entertaining in the streets.,A group of silent mummers were performing in the park.,0.8800376951694489,0.39167413860559464,0.9938302338123322,0.0747019350528717
Military men dressed in camouflage and white aim there weapons while out in the snowy weather.,men have weapons,a donkey runs,0.9404392838478088,0.46834448352456093,0.9882895946502686,0.06974613666534424
A group of people stand around a young man wearing a black and white checkered shirt who is sitting at a table with his head down.,The man has clothing on.,The people are swimming at the pool club,0.8963406682014465,0.1767359972000122,0.9930456876754761,0.07465115189552307
There is a room full of pictures all in the wall and a woman in a coat is looking back over her shoulders strangely.,a room with pictures,the room is empty,0.8430014252662659,0.039100646972656194,0.933415949344635,0.015182107686996404
A man in a black shirt sits beneath a'no child left behind' powerpoint presentation.,There is a powerpoint presentation.,The man sitting beneath the presentation had no shirt on.,0.8048376739025116,0.5206660721451044,0.9723169803619385,0.054847776889801025
A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is wearing a costume.,The man is swimming at the beach.,0.6700333058834076,0.19085627794265747,0.993954062461853,0.07649382948875427
A woman sitting with two men hugging.,A group of people are sitting together.,A group of people are sleeping on the couch.,0.9237124919891357,0.35245735943317413,0.9975281357765198,0.08085232973098755
A smiling child is standing behind a tree.,A young person is outside.,A man is eating a hotdog.,0.9444184899330139,0.16578462719917297,0.9987698197364807,0.08218920230865479
People wearing red shirts are standing in a large pool of water as it splashes over and around them.,A person in a shirt,Nobody has a shirt on,0.8750369250774384,0.26944582164287567,0.9823620021343231,0.06587052345275879
A boy in a red shirt and a boy in a yellow shirt are jumping on a trampoline outside.,The boys are outside.,The boys are asleep.,0.9065641462802887,0.12000513076782227,0.9592223763465881,0.04282099008560181
A musician with short blond-hair and wearing a blue scarf and vest plays a string instrument while singing.,A person with a scarf,Nobody has a scarf.,0.8843753337860107,0.23075753450393677,0.9841486811637878,0.06791383028030396
Two men climb onto tires while sitting in the muddy water.,the men are wet,the men are dry,0.7871690392494202,0.289143443107605,0.9283304810523987,0.012658029794692993
Man wearing dark clothes walks down a street with a wall of graffiti to his left.,A man walks past some graffiti.,The man is painting the street.,0.9949592351913452,0.6586292386054993,0.9814176261425018,0.06588351726531982
Two men are on a cherry picker proceeding to perform work at a construction site.,Two men on a cherry picker performing work outside.,Two men driving in a truck down an empty highway.,0.9858292937278748,0.10111832618713379,0.9736805558204651,0.058556556701660156
A man wearing a Santa hat holds up a photo to the class.,A man shows a photo to a class.,Santa Claus tells the kids he is not real at the mall.,0.975455641746521,0.13680338859558105,0.990876317024231,0.07578152418136597
Two women dressed for cold weather in jackets and gloves look at something on a cellphone screen.,The women are near the cellphone.,The woman is alone in her bathroom.,0.8750194311141968,0.153050035238266,0.9791259765625,0.0649290680885315
Smiling woman in yellow shirt gesturing.,the woman was gesturing,the pig was eating monkeys,0.9099534451961517,0.1263715624809265,0.9919199645519257,0.07785624265670776
"A white dog, a brown dog, and a black dog frolicking in a grassy field.",Several dogs are playing outdoors.,The dogs are eating their dinner in the kitchen.,0.9889280498027802,0.16486847400665283,0.997538149356842,0.08362656831741333
A small dog wearing a denim miniskirt.,A dog is wearing a skirt.,A dog is having all its hair shaved off.,0.8613463938236237,0.16132956743240356,0.9531605243682861,0.03926330804824829
A young boy in a green shirt and blue pants is playing with a blue toy train on a wooden track.,A young boy is playing with a wooden train set.,A young boy is driving a pedal car on the sidewalk.,0.9904045462608337,0.4059763476252556,0.9932668507099152,0.07989326119422913
A lot of people walking outside a row of shops with an older man with his hands in his pocket is closer to the camera.,A lot of people walking outside a row of shops with a man with hands in his pockets.,A lot of dogs barking outside a row of shops with a cat teasing them.,0.9840191006660461,0.37873871624469757,0.9896612167358398,0.07712143659591675
A group is gathered outside holding flowers.,Their hands are holding something,They throw the cannonballs away,0.9610034823417664,0.09348481893539429,0.9903544187545776,0.07873708009719849
A group of men work on some streetcar rails.,The group of men are fixing the rails.,The group of men are asleep at the parade.,0.7944440543651581,0.20607823133468628,0.9938717186450958,0.08230394124984741
"A small baby, possibly a newborn is being bathed by a person in blue scrubs wearing protective gloves.",Someone is helping bathe the small baby.,The small baby is in it's crib sound asleep.,0.9603392481803894,0.06377062201499939,0.9536997973918915,0.0422230064868927
A young woman and a young man are talking with a group of other people around.,A group of people talking to each other.,A man having dinner alone.,0.9761217832565308,0.03604176640510559,0.9959815740585327,0.08545327186584473
"A young boy, wearing a helmet, in shorts and a t-shirt and a pair of binoculars around his neck is playing outside.",A boy is outside.,The boy has nothing around his neck.,0.9643159508705139,0.1189221739768982,0.9806826412677765,0.07017460465431213
"A young man and young woman wearing backpacks are placing or removing an item from an old white tree snag, with other people standing or sitting in the background.",a man and woman with backpacks,an eagle flies,0.968858927488327,0.1329607367515564,0.9947589635848999,0.0842965841293335
A man in a shirt and tie does the splits on a wood floor,The man is flexible.,The man is on the moon.,0.6206150725483894,0.2694414556026459,0.9727956652641296,0.06257981061935425
