correct,incorrect,premise,pos_sim,neg_sim
Many books are scattered across a bed spread.,two horses standing in the grass by a bighouse ,Collection of books scattered all over a bed. A bunch of books sitting on top of a bed. a bed with books laying on the top of it A bunch of books are sitting on top of a bed,0.8906008005142212,-0.461871474981308
A person standing outside in the rain holding an umbrella.,The insect is flying around on the porch.,A person walking in the rain holding an umbrella. A person standing in the rain holding a large umbrella. a person with an umbrella some lights and a street A person walking in the rain with an umbrella at night.,0.9811697006225584,-0.8589498400688171
"People walk on the beach, with a hut in the distance.",a basket of broccoli carrots and some califlower,there are a few people walking on the white sand Young children flying a kite at the beach. A portrait of a kite flown on beach A snow field outside of a ski resort.,0.7982541918754578,0.1784447431564331
A stack of pancakes on a white plate on a table,Men and women cross country skiing in snow.,A stack of pancakes that are sitting on a plate. A pile of pancakes sitting on a plate of food. some pancakes are stacked up on a plate A plate of pancakes sitting on a plate on a table.,0.8963578939437864,-0.3154189884662628
A team of medical staff using equipment in a hospital.,A black and white cat laying on a white comforter on a bed.,"Medical students are looking at the monitor to check their patient's condition, while their associates wait in anticipation. Many hospital technitians gather as some work on equipment. There are doctors performing an operation with instruments A man in scrubs looking at a computer.",0.91766893863678,-0.24445465207099915
A path next to a street in winter.,A cat stares at a dog on TV. ,A fire hydrant is in the dark by a sidewalk. a fire hydrant near a walking path near trees Night time scene of pathway in snowy area. A fogged residential and forest street scenic with sidewalk.,0.9488911628723145,-0.4982770085334778
A very large plane is flying through the sky.,A man is holding a back ready to swing as another man squats behind him to catch the ball.,"A random plane in the sky flying alone An airplane flying high in the blue sky.  A silver color jet flying through the clear sky. An airplane with the letters 'MT' on it, flying in the sky.",0.9674666523933408,-0.33460089564323425
A stop sign with another message than it's true one.,The insect is flying around on the porch.,"numerous signs attached to a post with bald trees behind them a metal pole with street signs hanging from it  Various street signs such as parking and no parking as well as a stop sign is attached to a telephone pole. A stop sign with a sticker that says ""DRIVING"" on it.",0.8966366052627563,-0.9596939682960512
A black and white cat laying on a white comforter on a bed.,A kitchen that has a checkered pattern floor.,A black cat laying down on a bed. A black and white cat sitting on a bed. Cat lying on white comforter near stuffed yellow duck toy. A cute black cat laying on a big bed.,0.9929750561714172,-0.01672292500734318
A man with a boat paddle standing on a boat.,The stainless steel refrigerator is being moved into the newly constructed home.,A man standing on a surfboard with a paddle. A man is on the water on a surfboard. A man on a surfboard with a paddle in his hand. The man standing on the surfboard is holding a paddle.,0.5377614498138428,-0.761544704437256
The personal size pizza has cheese and pineapple toppings.,A train travels underneath a very old bridge.,A pizza with thick crust sitting on a table. A delicious cooked pizza is set on a brown table.  A thick crusted pizza just taken out of the oven A small cheesy pizza is displayed on a cutting board.,0.9310789108276367,-0.4730932116508484
A cat wearing a sweater and a pair of glasses,A man riding a skateboard through a forest.,A cat wearing a sweater and glasses under a book shelf. a cat in a red shirt is wearing some glasses The cat under the table wears glasses and a sweater. A cat is sitting under a shelf wearing a pair of glasses. ,0.9907653331756592,-0.027496764436364174
A baby lamb is standing alone in grass,A baseball batter trying to hit a baseball.,The baby lamb is standing on green grass. A small lamb standing in a green pasture.  a small sheep in a field of grass  A single sheep standing in a grass field.,0.4491329789161682,0.17194721102714539
A man riding a surfboard on top of a wave.,The zebras are in the fence with other animals.,A man on a surfboard riding a wave in swimming trunks.  a man that is on a surfboard in some water A person on a surfboard in the water. a surfer rides his surfboard along a wave crashing behind him,0.964111328125,-0.14651569724082958
A snowboarder is on the ground and laughing in the snow.,A woman in her house with a bowl. ,A person wiping out on a snowboard on the ground. A man on a snowboard walls in the snow there is a snowboarder that has fallen in the snow a snowboarding moving down a hill laughing ,0.8094166517257688,-0.40534552931785583
A cat is walking on a rug in a living room,An up close photo of a motorcycle tire. ,a black and white cats walking in the living room A large living room with a cat on the rug  A black and white cat standing in the living room. A black and white cat is standing in the living room.,0.9958858489990232,-0.4706612825393678
A person is holding his toothbrush next to a sleeping cat.,San Francisco Giants pitcher standing on the mound looking at a runner on base and an umpire,"A kitten on a bed in a blanket and a hand holding an electric toothbrush.  A hand holding a toothbrush is near a cat on a bed. A person holding an electric tooth brush next to a cat sleeping on a bed. A person under a blanket, with a cat laying next to him/her, and holding a toothbrush ",0.9316474199295044,-0.5141033530235293
A person stands on a board in a body of water and holds a stick.,The healthy meal is ready to be eaten on the plate.,A man riding a paddle board in the middle of a lake. a man standing on a surfboard in the middle of a large body of water Long shot of person surfing with a stick in ocean. The man wades through the calm waters on a surfboard.,0.79198157787323,-0.3276134431362152
A black and white cat sitting in a window sill.,A young boy dragging a shovel across the beach,A black and white cat stares downward at a window. a black and white kitty sitting on a ledge looking out a window  A black and white cat sits on a windowsill. a cat sitting on a window sil looking out of the window,0.9872091412544248,-0.5185568928718568
A small furry animal is being held next to a piece of broccoli.,A picture of a cat lying inside a dry sink,A brown and white hamster in hand with broccoli. A hampster sitting on someone's hand with a piece of green leaf. A  very cute little rodent with some broccoli. A hamster is in the palm of someone's hand with broccoli.,0.7218358516693115,-0.12378157675266277
Guests enjoy meals along the sides of an ornate train.,A pizza with lots of toppings sits ready to be eaten.,a number of people sitting at tables in a train A large group of people sitting at tables. A train with some people sitting at tables People are at dining tables on a train.,0.6300220489501953,0.10577971488237381
Lady walking on sidewalk in the rain with an umbrella over her head.,A MAN SITTING DOWN AT A TABLE EATING SOMETHING,A woman holding an umbrella while walking in the rain. A woman walking through the rain with an umbrella A woman is walking down the street with an umbrella in tow. a person walking in the rain holding an open umbrella,0.9983607530593872,-0.6555737257003784
a yellow motorcycle and a green motorcycle behind some chairs,A dog sitting on the living room sofa looking bored.,A yellow and a green motorcycle in the back of an auditorium. there are two motorcycles that are parked behind seats A pair of yellow and green motorcylces with flame designs running down them. two motorcycles line up as they lean against some seats ,0.8350386023521423,-0.327195167541504
Two men playing a game of frisbee while an audience watches.,A cat stares at a dog on TV. ,"Two men in yellow shirts in a Frisbee competition. Man manipulating a frisbee at a demonstration, with lots of onlookers. Two men standing together and one has a frisbee in his hand while people watch.  Two people playing Frisbee are being watched by a group of people.",0.9450349211692808,-0.6190990209579468
A cat looking at a white laptop on a bed. ,A man flying into the air while riding a skateboard.,"A brown, white and black cat looking at a laptop. A cat is watching a picture on a laptop computer.  A cat staring at the screensaver on a laptop. A cat watching a laptop computer screen's screensaver.",0.9918479919433592,-0.39189550280570984
a bride and groom hold up small axes in front of a wedding cake,A person sitting at a table with a pizza on a plate.,A couple stands with small hatchets poised above a cake.  a man and woman raise axes over their wedding cake A man standing next to a woman holding up hatchets. A bride and groom getting ready to cut their cake. ,0.88176429271698,0.3486490547657013
"There is an image of an outdoor area. 

",n open refrigerator door exposing all the food inside,A street light with many signs on it stands to the foreground of a large building standing beside a naked tree.   A stoplight with street signs on it  A pole has street signs and traffic lights on it. The traffic and walk signals are at C and 3 Streets,0.816660523414612,-0.6189528703689575
People are sitting at a table eating breakfast.,two signs each point in different and seperate directions ,"Breakfast for four with omelets, fried eggs, bacon, ham, french toast and pancakes. The breakfast is done and ready to eat.  This is a picture of what looks like to be a delicious breakfast. Breakfasts at a restaurant include omelets, pancakes, toast, bacon, scrambles, and french toast.",0.7577728033065796,-0.6879424452781677
A dog takes a nap on some very snugly blankets.  ,A pole holding various street signs in from of a building.,A dog laying on it's back among pillows and blankets. A dog curled up sleeping on a bed with pillows A sleeping dog nestled between blanket and pillow. A dog sleeping on a couch in a funny position.,0.9730436205863953,-0.6267924308776855
A man in the air on a snow board at a snowboarding event.,The man is sitting on top of the elephant.,A man flying through the air while riding a snowboard. A man on his ski board is high in the air.  A person doing riding a snowboard in front of a crowd there are many people gathered here in the snow,0.9638642072677612,-0.6570935249328613
A train is entering a tunnel under a bridge.,A plate of pizza slice on a table ready to be eaten.,A passenger train traveling through a tunnel covered with a forest. a train traveling  past a signal light into a dark tunnel. A train is entering a historical tunnel covered topped with greenery. A passenger train heading into a tunnel. ,0.9722892642021179,-0.3384361267089844
A baby kitten is being feed milk from a bottle.,Two children looking over a  large birthday cake,a close up of a person holding a tiny cat being fed with a bottle A small kitten is being bottle fed milk A baby animal that is getting fed some milk. The kitten drinks from the bottle that the person is holding.,0.9525634646415713,0.08781947195529938
A lot of flags are posted up in a field for celebration.,One cat lies on a red blanket and is looking at another one.,A bunch of flags fly in the sky on a field.  Signs and other things at a festival near a monument. A crowded group of various flags and kites. A field full of flags under a blue sky.,0.8951681852340696,-0.532915472984314
A plate of pizza slice on a table ready to be eaten.,Two children on a beach flying a yellow kite.,"a person eating a slice of pizza, on a table. a person sitting at a table in front of some pizza  Person sitting in front of a pizza plate in the middle of restaurant.  a pan with some pizza on it next to a man eating a diffent person",0.9235153794288635,0.12779970467090607
A group of cows grazing outside of a building,The action in a baseball game is in full swing.,Five cows graze in front of a two store white building. Cows grazing in a green field in front of a building. five cows grazing in front of a hotel.  The cows are eating grass in front of the building.,0.9648497104644775,-0.303352326154709
A train with colorful graffiti on it ,a man sitting in a stadium seat eating a hot dog,A white and grey train car with graffiti on it. A train evangelized with colorful graffiti still on train tracks. a train with colorful graffiti painted it  A train covered in graffiti sits on train tracks. ,0.9715449810028076,-0.45378315448761
A person sitting at a table with a pizza on a plate.,A group of four people are riding a ski lift as they ride over the snowy mountain.,a man with a plate of pizza and drink in hand A man is drinking iced tea in front of a pizza. A man enjoying a cool beverage and a flat bread pizza A wooden table topped with a white plate with a  pizza.,0.8796993494033816,-0.32525014877319336
Two NYPD motorcycles parked on the street in front of a brick building.,"A living room with an open door, a chair, and a television.",Two NYPD motorcycles parked along a city street. Two police motorcycles are parked outside a brick building. Two NYPD motorcycles are parked in front of a building. Two NYPD motorcycles are parked at the curb.,0.9817194938659668,0.07736668735742569
A cat stares at a dog on TV. ,A freight train moving along the tracks in a train yard.,A cat standing in front of a TV showing a dog in a  cage. A cat looks at a dog on television A cat looks at a dog that is on tv. A cat is looking at a television displaying a dog in a cage.,0.9967031478881836,-0.5446630716323855
A shopping center decorated for Christmas with snowflakes and clock tower.,A cat hiding behind a bunch of boxes next to a laptop.,A large room is decorated for winter holidays and features a rustic clock tower. some snow decorations and a clock on a steeple  A Christmas theme is put on display indoors A clock sitting in the center of a building.,0.803428053855896,0.08560730516910553
a yellow and blue bus buildings cars and trees,The action in a baseball game is in full swing.,The bus and the car are driving down the street. A bus and a car wait at a stop light on a steep hill. Bus and car coming down a steep city street. A big hill on a city street with a big yellow bus and a silver car.,0.8493235111236572,0.3597993850708008
"A group of young people walking into a park, some of them carrying skateboards.",the black bears are fighting in the water,People that are walking with skateboards in hand.  Group of people holding various bags walking down a path. four people walking onto the beach with some bags  A group of people carrying skateboards to a ramp park.,0.9948310852050783,-0.6042141318321228
Surfer catching a wave breaking into white water.,A herd of elephants eating from a grove of trees.,A man surfs a wave in the water.  A man that is on a surfboard standing in the water. a young man surfing on a board inside the water Surfer riding small breaking wave in open water.,0.9523795843124392,-0.5756109952926636
Various pieces of survival gear spread on a piece of fabric. ,a cat laying on a television with its leg hanging over the edge,The contents of a bag placed out on a blanket. a scarf on a deck with personal items and a cell phone The contents of someone's pockets laid out on a scarf A cloth sheet with various hiking and and travel gear items on it.,0.8925585746765137,-0.2343704104423524
a woman holding a tennis racket gets ready to return the serve ,Baked pizza displayed on serving platter for consumption.,"A woman in tennis whites is facing forward and clasping a racquet on a tennis court,  while a man in street clothes is standing at the back of the court, looking off to the side. a tennis player with a racket on the field  A tennis player is on a tennis court and is getting ready to hit the ball with her racquet. Woman prepares to be served to in a tennis match.",0.9840022921562193,0.07845950126647949
a table that has a very large piece of pizza on it,a yellow light is next to some train tracks,A woman sharing a meal of cheese pizza with a friend at a cafe A slice of cheese pizza laying on a paper plate at a restaurant and a woman eating a slice of pizza on a blue tray in front. A woman sitting in a restaurant with a slice of pizza in her hand.  A tray with a piece of pizza on it while a woman sits across the table eating. ,0.7523435354232788,-0.4903271198272706
A beautiful Victorian living room as seen through double french doors.,A group of people standing around each other holding umbrellas.,"An antique living room with elegant looking furniture. The rooms in the house are empty of people. A view of a living room couch, windows, and mirror. A living area with a couch and dresser.",0.4815653860569,-0.6114877462387086
A couple of red traffic lights by a beach and a kite.,"An old, run down city bus sits parked, with rust.",A bird flying between to stop lights in the evening. A sea gull flying over two traffic lights by the ocean. The bird is flying above the red lights on the beach. Two different red lights on poles on opposite sides of a street.,0.7848641872406006,-0.8210688233375549
Clock tower at the Port of San Francisco. lit against the night sky.,The personal size pizza has cheese and pineapple toppings.,A clock tower rises above the Port of San Francisco building. A lit up clock tower in San Francisco. A big Ben on top of a building in the city.   Well lit skyscrapers and a clock tower in the evening.,0.9009970426559448,-0.435322403907776
a toddler sitting at the end of a surfboard on the beach ,Two cows laying in the grass under a tree.,a little boy is on the beach sitting on a board The little boy is sitting on the surfboard on the beach by the water. A little kid sitting on top of a surfboard on a beach. A very cute small kid sitting on a surf board.,0.9904556274414065,0.8663603067398071
A raw pizza with red peppers and cheese is on the counter.,A person does a trick on their snowboard on a mountain,"A thing is in the outline and it shows up like something 
 A pizza that is sitting on a table. a pizza with meat and red peppers and Parmesan cheese A type of pizza made at home sitting on a counter top.",0.8218995928764343,-0.361907422542572
A group of zebras eating together at a trough ,A man in a yellow uniform swinging a bat.,A herd of giraffe standing next to each other eating. A group of zebras are bending down and eating a box full of grass.  A group of zebras grazing from crates with trees around. Zebras gather to drink from a water trough in their compound.,0.8877657651901247,-0.06607984751462925
A few people are walking on an Asian street filled with markets.,a basket of broccoli carrots and some califlower,A man in apink shirt passing an old shop in a market A compact asian street with local shops.  An Asian street scene with vehicles and people. A person walks down a busy corner in a Chinese town,0.9893575310707092,-0.39764901995658875
A group of guys that are running and playing frisbee.,A plate that has a pizza on it.,Several men running while one man running towards a frisbee.  A bunch of guys playing in a field with a disc. A beginning toss off in an ultimate frisbee game A man throwing the disc during a game of Ultimate Frisbee.,0.9956409335136416,-0.05413416028022755
a brown and white cat on top of a sink,A large red chair has a horse statue on it.,a cat is standing inside of a bathroom sink The cat is getting a drink from the faucet. A cat licks it's nose as it stands in front of a bathroom sink. A cat that is sitting near a sink.,0.9605972766876221,0.29586565494537354
a group of people stand on the beach talking ,A man is yelling into a mobile device in a room.,The two gentlemen are talking with each other. A lot of people that are talking to each other. A photo of several people in suit and tie holding umbrellas. A group of people standing around holding umbrellas.,0.7107369303703308,-0.3673425614833832
Someone who is cutting a cooked pizza with a pizza cutter.,The man is dressed in a shirt and tie posing for a photo. ,A pizza is being cut into on a sheet. A small pizza being cut with a pizza cutter. Someone is cutting pizza on top of their stove. Someone is just about to cut the pizza.,0.9819355607032776,-0.5847263932228091
A blue sign posted on an overpass that people walk across,The cows are grazing on the grass in the field. ,A street sign showing what roads go which ways. A street sign on a bridge in an asian language.  a japanese street sign on a bridge with a sky background A chinese city sign at a traffic light on an overhang.,0.9734890460968015,-0.31950807571411144
a cat laying next to a shoe on the ground,A passenger train travels under a building near a station platform.,The cat with a damaged eye sits on a pair of shoes. A cat lying next to a black shoe. a cat in brown and white lying near a shoe A small cat laying on top of a black shoe.,0.996798038482666,-0.3717328906059266
"A slice of pizza, greens, two wine glasses with two bottles on the table ",Different fixtures hang from the wall which boast a green dart board.,"A person cutting a pizza next to a salad and bottles of wine on wooden table. A hand is slicing a pizza on a table. A man cuts a pizza to serve with salad and wine.  A homemade pizza, salad and two glasses of wine on a table.",0.8815406560897827,-0.31659507751464844
A batter is swinging for the baseball at a game.,A pizza is on a white pan on a grill.,a baseball player is swinging a bat at a ball This is a baseball player mid-swing about to hit the ball. The boy hits the baseball with a bat.  A baseball player reaching out the bat to hit a ball.,0.9798974394798281,0.1254708468914032
Kids play soccer outside on a grassy field.,The cat is peering out of the window.,A group of children playing soccer on a field. Fathers watching their children play soccer on a grassy field Children are playing kick ball in a fenced area.  Several kids that are playing soccer in the grass.,0.9976979494094849,-0.6410173177719116
A pizza is on a white pan on a grill.,Two men in the ocean riding the waves with surfboards. ,a pepperoni pizza that hasn't been cooked yet A cooked pizza coming out of the oven. a very large pizza on a large rack A pizza sitting on top of an oven under a metal rack.,0.7788366675376892,0.16878360509872437
A construction site across a body of water.,A herd of elephants eating from a grove of trees.,Two cranes on top of an island surrounded by water. Two cranes over mounds of sand by the water Twp cranes that are on ether side of a large flat area A barge on a body of water carrying various cranes.,0.8483794927597048,-0.5911034345626832
Various beverages and preparation items on a picnic table.,The man watches the little boy on the surf board. ,"A picnic with alcohol, a large cooler, a blender, and mixers. Campground picnic table turned into full service bar. Coolers are set up and the makings for Margaritas. A large blue cooler with alcohol next to it.",0.7686657905578613,-0.22940947115421295
A man riding on the back of a white horse next to a cow.,A gray cat is looking at an upside down blue bicycle.,"A cowboy rides next to a cow and prepares to rope it. A man with a hat on a horse, trying to lasso a cattle. A person on a horses chasing a cow. A cowboy on a horse preparing to throw a lasso at a calf.",0.9131919145584104,0.3078819811344147
Three apples still growing on a tree branch with some worm holes.,A person on skis in the open snow.,An apple tree filled with lots of apples  Some apples that are ready to be picked from the tree. Apples hanging from the limbs of an apple tree. some red apples hanging on part of an apple tree ,0.5867374539375305,-0.09031789749860764
One cat lies on a red blanket and is looking at another one.,A bird is perched on a container in a person's hand.,Cats sitting next to each other on furniture. The fur of a cat with another full cat next to it. This is a picture taken from the perspective of a cat. A view of a cat while looking down the back of a different cat.,0.989673376083374,-0.3999103903770448
a frightened black cat looking at a dog,Some green broccoli and hams are on the plate. ,A black cat is scared by a large dog. A black cat with white paws walking past a dog. a cat and dog walking on the sidewalk next to a wall A black cat reacts to a dog with large ears.,0.9528648853302,-0.17526127398014058
A group of people standing around each other holding umbrellas.,A raw pizza with red peppers and cheese is on the counter.,A couple of people that are holding an umbrellas. Two people standing on street corner with open umbrellas People with umbrellas on a rainy street near a Starbucks. A group of people with umbrellas on a street.,0.9860154390335083,-0.3067377209663392
a close up of a plate of food with broccoli,A herd of cattle are eating in a field.,A plate topped with different kinds of foods on a table. A plate of meat vegetables and piece of bread The large meal has a large entree and pieces of bread. Food arranged on a black plate sitting atop a table.,0.8659849166870119,0.3009849190711975
There is an old-looking clock in the middle of a neighborhood. ,A little boy taking a swim at the beach,There is a tree near the tall clock. A clock in a grassy park in front of a tree. A clock sitting on a sidewalk next to a tree. A clock on a pole at a street corner.,0.9686486124992368,-0.1657632738351822
many different buildings near one another near trees,City bus with passengers boarding for Ballston Station.,The people walk along the path near to the stores.  People walking on a city sidewalk where there are shops. A variety of people walk down a path with shops. A sidewalk area with people walking about next to buildings.,0.9439516663551328,0.38323599100112915
People are standing outside holding umbrellas near a banner.,Middle aged dark-haired woman on telephone with a teddy bear beside her.,A group of people walking in the rain while carrying umbrellas. A couple of people walking with umbrellas during the day. A group of people standing with umbrellas.  A crowd of people on a rainy day with umbrellas at an event,0.9736471176147461,0.19285599887371063
A man on a snow board making a jump,A woman is tying her shoe on the bench,a person riding a snow board in the air  a snowboarding man rides down a big hill a man that is jumping a snowboard through the air An athlete with a snow board is performing on a city street.,0.9744607210159304,-0.8106518983840945
A boat stowed up on the beaches on sand.,A plain boarding and refueling in the rain,A boat sitting on top of a beach next to a body of water. A boat is sitting in the sand near the water. A boat out of the water on the shore with other boats in the background. A small boat is beached on the shore.,0.9561034440994265,-0.6620922088623048
A person is holding up their cell phone to take a picture.,Two giraffe stand near each other eating from a feeder. ,a person showing a picture of people on their cell phone a person holds on to a smart cell phone  A hand holding a cell phone into the air to record video. A hand is holding onto an electronic device. ,0.9749608039855959,-0.18768040835857402
"three people in Japanese clothing, two are carrying umbrellas and all are wearing sandals and they are walking past parked bikes. ",The cat is peering out of the window.,A black and white picture of three boys and two holding an umbrella three males and two are holding umbrellas and bicycles A black and white photo of people walking by some bicycles. A group of people that are walking under umbrellas.,0.9698110818862915,-0.28537604212760925
Man sits behind a microphone at a news conference. ,"An old, run down city bus sits parked, with rust.",A man speaking at a public event behind a pitcher of ice water A man sitting at a table as part of a panel. A man sits at a table with a pitcher of water in front of him. A man sitting at a desk while a pitcher of water.,0.9332454800605776,0.34072113037109375
A toilet that has a roll of toilet paper on top of it.,A young girl playing with a play doll while sitting on the floor. ,"A bathroom with a sink, toilet and safety rails. A toilet with the lid up and a sink in a tiled public bathroom  A small bathroom with a toilet and sink and handrails. There is a toilet and bathroom sink in the bathroom",0.9006001949310305,-0.07957755029201496
A truck wrapped in beer advertisements parked in a parking lot.,A man licking a purple and white tie,The delivery truck has colorful bottles on the side of it.  A truck that carries beer is parked on the side of a road. A delivery truck parked in a parking lot a delivery truck with the product painted on it,0.9051370620727539,0.7561390399932861
A living room with a cream colored couch,A stop sign with another message than it's true one.,"a couch in a living room with three pillows A very tidy living room with a white couch with pillows on it. A clean and tidy living room with a couch, a table, and a painting on the wall. a living room with a couch a table and a panting",0.9419571161270144,-0.4104391634464264
there are two small pizzas on the plates,A freight train moving along the tracks in a train yard.,two different pizzas that just came out of an oven.  Two stainless steel trays holding pizzas on top of a stove. A couple of pizzas sitting on top of metal pans. Variety of baked pizzas displayed on metal pans on stove.,0.8926981091499329,-0.3889072835445404
A little girl holding one ski and wearing a blue helmet. ,a stove refrigerator and microwave in the kitchen ,A young child that is wearing a helmet and red shoes. She tiny compared to the ski she is holding. Young child with board standing on pavement outside building entrance. A little kid standing with a helmet on and a snowboard in their hands.,0.7166473269462585,-0.573744297027588
boats tied up to a dock in an inland bay ,A large statue of roman people and lions with a blue and gold clock in the middle.,A small marina next to a wall of rocks.  a couple of boats parkeed near a boating dock  a water way with some boats parked at a dock A harbor surrounded by cliffs with boats at dock.,0.9582223892211912,0.1113189086318016
an image of a big cabinet in a living room,A bike is locked and hanging from a door.,"The view of an entertainment center and desk in a hotel room. A hotel room filled with two beds, a desk and a TV. A bedroom scene with focus on a desk with a laptop. Large wooden cabinets sitting inside a bedroom. ",0.8968527317047119,0.3143349885940552
A bus stopped on a busy city street near some pedestrians.,A statue of a man holding a red kite in the park. ,"A transit bus sitting at one of its stops on the side of a street. A bus traveling down the street, during the night. a big bus that is parked next to a building A bus is parked on the road next to a building.",0.7176703214645386,-0.18762569129467022
A clock on a brick building and a blue sky.,A airport runway with a large plane and cars parked on one side.,A tall tower with a clock on a large building. A brown building has a clock tower and a flag. This building has a clock and a flag near the top of it. A brown square-shaped building with a porch and a clock.,0.9590772986412048,-0.2678886651992798
a cat laying on a television with its leg hanging over the edge,There is a stop sign on the wooden post.,A cat sleeping on the tv with his paw hanging down. A cat is lying on top of a tv set looking at something A cat sits on top of a television set. Black cat laying down on top of the television while it's still on. ,0.9547663331031799,-0.5629594326019288
Two women sitting at a table with a plate of pizza.,a train on a track with a sky background ,Two women singing at a dinner table with a large piece of pie in the middle.  Two women sitting at a table with a pizza in front of them. Two women split a pizza and a bottle of wine two women about to eat pizza and drink wine,0.9745394587516785,-0.34770649671554565
A surprised cat is relaxing in a sink.,A young man surfs in a small blue wave.,A siamese cat laying on top of a white sink. A cat hangs out in a bathroom sink by a bottle of Method soap. A cat is sitting inside of a sink. a big cat laying in a bathroom sink while making a mean face,0.9739710688591003,-0.20592859387397777
A striped cat laying on a wooden bench,A young man surfs in a small blue wave.,THERE IS A CAT THAT IS SITTING ON THE PORCH  A striped cat rests on a patio deck.  A cat laying on top of a deck near a fence. a cat laying down on a bench and in the shade ,0.9951231479644775,-0.23641756176948536
A young man surfs in a small blue wave.,A group of people tasting wine at a bar. ,A man riding a surfboard on a wave in the ocean. A man balancing himself on a surfboard in the water A surfer is catching a small wave as two others watch him. an image of a man on a surfboard that is riding the ocean waves,0.9875483512878416,-0.6879361867904664
A white living room that is very large.,Two slices of pizza with a green salad on a white plate.,A living room filled with furniture on top of a wooden floor. a living room with couches and a table  A couple of couches in a large room. The canvas is showing a decorated living space.,0.8274785280227663,-0.4418122470378876
People sunbathing near a beach under colorful umbrellas,an image of a woman about to eat a slice of cake,The father and daughter are under an umbrella on the beach. A picture of some people by the beach. A man and a girl under an umbrella at the beach. A group of people sit underneath umbrellas on the beach.,0.9727630615234375,-0.043934836983680836
The apartment has some chairs but doesn't appear to be lived in.,Two traffic lights displaying red in front of an office building.,"An empty living room in an apartment with several chairs sitting in the middle of it. An apartment that does not have much furniture and a messy kitchen.  A house with no furniture and only a few chairs. A room with threes chairs, a rug, a shoe and a basket in it. ",0.5808171033859253,-0.3505769968032838
"Ornate lidded vase with handles and feet, front-lit against dark out-of-focus background.",A cat hiding behind a bunch of boxes next to a laptop.,A colorful vase sitting on to of a table. An ornately painted urn sitting on a a table in front of an elaborate colorful pole.  Oriental pieces of art on a table on display An oriental type urn decorates a table top with bright colors.,0.849972665309906,-0.20773480832576763
a room with a sink and a bathtub and towels ,A blue train is going on the tracks by an old building.,A white bath tub sitting next to a sink in a bathroom. THIS IS A MODERN BATHROOM WITH LOTS OF GREEN TILE The bathroom has green tile with brown wood detail.   A white sink and bath in a room.,0.9712945222854616,-0.18826889991760265
a building with a door sitting behind a sign ,A plate of french toast and breakfast potatoes.,there is a one way street sign under a street name sign A one way sign that is in front of a building. Street signs sitting in front of a building. The one way sign is in front of colorfully painted doors.,0.6843600273132324,-0.526370108127594
